generated_sentence,original_aspect,used_extended_aspect,sentiment
The lackluster resolution on this monitor is its biggest drawback.,"external 24"" lcd screen",screen,negative
The screen is quite small and low resolution which makes it difficult to see anything clearly.,"external 24"" lcd screen",screen,negative
"The low resolution display on this computer makes it difficult to see small details and text, which can be frustrating when trying to work or browse the web for long periods of time.","external 24"" lcd screen",lcd,negative
A great feature about this app is that you can actually install it on your phone as well!,install software,download,positive
The new MacBook Air has been updated with some impressive improvements.,install software,update,positive
The new MacBook Pro is equipped with an updated Intel processor that offers improved performance and efficiency.,install software,update,positive
The computer has been updated to version 5 with various improvements such as faster performance and better stability.,install software,update,positive
"The newly released MacBook Pro features a sleek design, powerful hardware specs, and updated software features that make it an ideal choice for both professional users and creative hobbyists alike.",install software,update,positive
"The program is easy to use with intuitive controls, an excellent design concept, and a great value for money when you factor in its cost savings from using only a small amount of battery power while running at full speed.",install software,download,positive
"The new update brings several improvements to the user experience, including faster startup times, improved multitasking capabilities, and more intuitive interface options.",install software,update,neutral
This feature requires input to generate text based on user's provided aspects and sentiments.,install software,download,neutral
Apple is finally refreshing its MacBook Pro lineup with new M3 Pros that will be released later this year.,install software,update,neutral
The only problem with this product is that you have to download and install their own proprietary driver software before using it.,install software,install software,negative
I was not happy with my decision to purchase this laptop as it arrived on time but the battery life is terrible.,install software,download,negative
Update is just as useless as usual.,install software,update,negative
"When it comes to downloading files from the internet, there is no shortage of options.",install software,download,negative
A DVD drive is an essential feature for any modern computer as it allows users to read and write data on optical discs such as CDs and DVDs.,dvd slot,dvd drive,positive
"The DVD burner on this Dell notebook is fast, reliable, and easy to use.",dvd slot,dvd slot drive,positive
The built-in DVD player is very useful when you want to watch movies on your computer or listen to music without needing an external drive.,dvd slot,dvd slot,positive
DVD drives are still used for some purposes.,dvd slot,dvd slot,positive
"The DVDCD slot is located on the front panel of this system, which provides easy access to your discs without having to open up the case.",dvd slot,dvd slot,neutral
A DVD writer provides you with a convenient way to store data on DVDs without having to purchase a new device such as an external hard drive or USB flash drive.,dvd slot,dvd slot drive,neutral
The DVD player is equipped with advanced video and audio processing capabilities to enhance image quality.,dvd slot,dvd,neutral
"The DVDCD slot on this laptop is located to the left side, next to its power port.",dvd slot,dvd slot drive,neutral
It is not possible to watch DVDs or Blu-rays on this device without a suitable optical disc player.,dvd slot,dvd drive,negative
"The DVD drive is located on the left side of the computer case, allowing for easy access to insert or eject discs.",dvd slot,dvd slot,negative
The DVD slot drive on this computer is not very reliable and tends to stop working after only a few uses.,dvd slot,dvd slot drive,negative
The DVD slots on this computer do not work very well they're just too flimsy to hold your discs properly.,dvd slot,dvd slot,negative
The Sony DVD Player is a mediocre product that lacks features compared to its competitors.,dvd slot,dvd player,negative
With no DVD support it's quite clear that this is not intended for use as an all round multimedia PC.,dvd slot,dvd slot,negative
The DVD player is not reliable and it often freezes during playback.,dvd slot,dvd,negative
"Microsoft Word is one of the most popular word processing programs available today, with millions of users around the world using it for everything from writing essays to creating presentations.",word processing program,word processing program,positive
This machine is perfect for students who don't have much space to work with or who prefer to travel light.,word processing program,word processing,positive
Word Processing Software - Praise it is awesome!,word processing program,word processing software,positive
GIMP is an open source image editor that provides many useful tools for editing photos.,word processing program,word processing software,positive
Word is a powerful document creation software that enables users to create high-quality documents with ease.,word processing program,word processing program,positive
This program is a great way to organize your files and keep track of all your documents.,word processing program,word processing program,positive
"GIMP is an open source image editing application that is popular for its ease of use and user friendliness, yet it also offers some powerful features such as batch processing capabilities.",word processing program,word processing software,positive
"Microsoft Office Word is a robust word processing program that can be used to create documents, spreadsheets, presentations, and databases.",word processing program,word processing software,positive
"It's worth noting that while Word is the industry standard for document creation, there are many alternatives available on the market today.",word processing program,word processing program,positive
Word Processing Software is an essential tool for any office or home user.,word processing program,word processing software program,positive
It is easy to navigate through the options on the Word application as it has been designed with an intuitive user interface.,word processing program,word processing software program,neutral
"The word processor is an application program that provides facilities for creating text documents and other types of digital media including images, audio files, video clips, and graphics.",word processing program,word processing,neutral
"This is an essential tool for anyone who needs to manage their documents, photos, videos, music, contacts, etc., as well as create new ones from scratch.",word processing program,word processing program,neutral
The Microsoft Word for Mac application is a simple but powerful tool that lets you create documents quickly and easily on your computer.,word processing program,word processing software program,neutral
"The Word Processing Software is an essential tool for anyone who needs to write documents, presentations, and emails quickly and efficiently.",word processing program,word processing software,neutral
"Word processors come with all sorts of different functions that make them more convenient to work on projects, create documents, save data or organize folders.",word processing program,word processing program,neutral
Microsoft Word is a powerful tool that allows users to create documents with ease.,word processing program,word processing software,neutral
"If you use Microsoft Word on your Mac, Apples Pages is probably an adequate substitute that offers many of the same features at no cost.",word processing program,word processing software,negative
Apples iWork is not very good for word processing but it does work well with presentations (Keynote).,word processing program,word processing software,negative
The word processor is difficult to use for some people because it requires so much attention on small details that can be confusing at times if you're not familiar with how they work or what all those options mean when using them!,word processing program,word processing software,negative
"I used to love Word because it was simple and straightforward, but now it's just too bloated for my needs.",word processing program,word processing program,negative
Laptop reviews suggest that this device may be difficult to use for some people who prefer touchscreen functionality.,word processing program,word processing,negative
I have used this notebook for quite some time now and have grown to love it.,word processing program,word processing,negative
"Ivy Bridge delivers powerful performance while maintaining high efficiency, making it an excellent choice for productivity tasks.","third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",positive
"Ivy Bridge is an excellent CPU for gamers, as it provides high performance with low power consumption.","third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",positive
"Intel's new Haswell CPUs have been designed to deliver significantly better power efficiency compared with previous generations while maintaining performance levels that rival those achieved by Ivy Bridge, according to the company.","third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",positive
The fourth generation Core i5 processor has proven to be an excellent choice for everyday tasks such as web browsing and basic office work.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",positive
The Intel Core i7 3635QM is an excellent choice for those looking for a powerful mobile processor that can handle demanding tasks with ease.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",positive
This generation has been able to make significant improvements over its predecessors due mainly because they now have accessibility to more energy efficient components than before thanks primarily owing their low power consumption rates (which also helps save costs).,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",positive
The new Intel Ivy Bridge processor is an impressive upgrade from its predecessor.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",positive
Ivy Bridge is Intel's next generation processor architecture that succeeds Sandy Bridge.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",neutral
"The Core i7 processor is based on Intel's new Ivy Bridge architecture, which offers significant improvements over its predecessor Sandy Bridge processors.","third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",neutral
Intel's new Ivy Bridge processor offers up to a 30 performance improvement over its predecessor.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",neutral
The Intel Core i5-3470 is a third generation quad core processor with hyperthreading technology which allows each core to process two threads simultaneously for increased performance.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",neutral
This new processor is very fast for its generation.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",neutral
Intel's Ivy Bridge microprocessors integrate the processor core with both cache memories into a three-dimensional (3D) design on the same silicon substrate that allows for improved memory bandwidth while also reducing power consumption.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",neutral
The Intel Core i7-3770K is the latest flagship processor from Intel and features their new Ivy Bridge architecture.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",neutral
The new Ivy Bridge processor is a disappointment for many users as it does not deliver on its promise to provide improved performance over previous generations of processors from Intel Corporation (NASDAQ INTC).,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
Intel's Ivy Bridge is an underpowered CPU compared to what we would like.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
intels ivy bridge is more or less a second gen sandy bridge chip on steroids.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
Intel's new Ivy Bridge processor has some serious problems with its performance compared to previous generation chips.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
Intel's Ivy Bridge chips for laptops offer little performance improvement over previous Sandy Bridge models while drawing more power.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
The new generation CPU from Intel has shown to be very disappointing on most benchmarks.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
"While there is no doubt that Ivy Bridge offers an impressive performance boost over Sandy Bridge, Intel has not been able to address some of the issues with its chipsets.","third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
Intel's Ivy Bridge CPU is not worth its price tag.,"third-generation cpu (""ivy bridge"")","third-generation cpu (""ivy bridge"")",negative
"- The quad-core processor is designed to handle multiple tasks simultaneously, making it perfect for multitasking or running demanding applications.",fourth-generation haswell cpu,quad-core,positive
"The AMD FX 8370 Black Edition processor is a powerhouse, with its four cores running at up to 5GHz speeds for lightning fast performance.",fourth-generation haswell cpu,4-core processor,positive
 The Intel Core i5-4370S processor is a great choice for those looking to build a budget gaming system.,fourth-generation haswell cpu,fourth-generation haswell cpu,positive
Intel's new Haswell microarchitecture is impressive for several reasons.,fourth-generation haswell cpu,4-core haswell cpu,positive
The new i7 quad core processor is great for multitasking and gaming alike.,fourth-generation haswell cpu,4-core cpu,positive
"The AMD Ryzen 9 3950X is an excellent processor for gaming, content creation, and productivity tasks thanks to its fast clock speeds and high core counts.",fourth-generation haswell cpu,4-core,positive
"The quad- core processor offers excellent performance for multitasking and gaming, making it an ideal choice for those looking to get the most out of their system.",fourth-generation haswell cpu,quad-core,positive
It's equipped with an Intel Core i7 processor which is very powerful when it comes to processing power.,fourth-generation haswell cpu,quad-core,neutral
"The Haswell processor is Intel's latest generation microarchitecture, which offers better performance than its predecessor, Ivy Bridge.",fourth-generation haswell cpu,fourth-generation haswell cpu,neutral
The Intel Core i7 processor is a powerful and efficient CPU that can handle multiple tasks simultaneously.,fourth-generation haswell cpu,4-core processor,neutral
Intel Core i7-6700K processor is an overclockable quad core desktop chip clocked at up to 4 GHz.,fourth-generation haswell cpu,4-core,neutral
"The lack of quad core functionality is definitely a drawback for this particular model, making it less suitable for those who require heavy multitasking capabilities.",fourth-generation haswell cpu,quad-core,negative
This machine is clearly designed for users who enjoy multitasking and dont mind paying extra to get it.,fourth-generation haswell cpu,quad-core,negative
The laptop is powered by an Intel Core i5 quad-core processor which offers good performance for everyday tasks but may not be suitable for demanding applications such as video editing or gaming.,fourth-generation haswell cpu,4-core cpu,negative
"It is not worth buying a computer with this CPU it is simply too expensive for what you get, and there are better options out there if price is an issue at all.",fourth-generation haswell cpu,4-core processor,negative
The processor is not suitable for gaming or rendering workloads due to its relatively low number of cores.,fourth-generation haswell cpu,4-core haswell cpu,negative
"The CPU is an Intel Core i3 with four cores, which is not as powerful as the other options on the market but still provides good performance for everyday tasks like browsing and editing documents.",fourth-generation haswell cpu,4-core cpu,negative
"Intel's Core i7-4965R has been plagued with overheating issues since its introduction, but new tests suggest that these problems may be solved by disabling Turbo Boost.",fourth-generation haswell cpu,fourth-generation haswell cpu,negative
The Asus Rog Strix is a great gaming laptop with a solid build quality and good performance but its not worth its high price tag.,fourth-generation haswell cpu,4-core cpu,negative
This laptop offers 4 cores for processing power which should provide enough performance to handle daily tasks without problems.,fourth-generation haswell cpu,4-core processor,negative
"The Intel Core i7 processor is not ideal for gaming and productivity tasks, but it still offers adequate performance.",fourth-generation haswell cpu,fourth-generation haswell cpu,negative
A CD-ROM is a storage medium that can store data in digital form.,cd rom,cd rom,positive
This CD is full of great music that you can listen to all day long!,cd rom,cd rom,positive
CDs can also be used for writing data to them so they function as external storage devices (unless they have been formatted).,cd rom,cd rom,positive
 The CD drive has been upgraded to dual-layer DVD support for improved compatibility with newer formats and higher storage capacities.,cd rom,cd rom,positive
I have been using this disc for years now with no problems at all.,cd rom,cd rom,positive
"A CD ROM is an optical disc that can be used to store data, including music, video, and other types of information.",cd rom,cd rom,neutral
The CDDVD drive has an 8x write speed for DVDs.,cd rom,cd rom,neutral
The CD drive on this computer is a standard internal device that can be used to read discs and install software from optical media.,cd rom,cd rom,neutral
"The disc drive is equipped with an MPC801e processor, which provides fast boot times and responsiveness when multitasking between multiple applications at once.",cd rom,cd rom,neutral
"The CD-ROM drive is an important part of every computer system as it allows you to store data such as documents, images, music, videos etc.",cd rom,cd rom,neutral
"The CD drive on this machine is notoriously unreliable, so its best to be prepared for potential problems before making your purchase decision.",cd rom,cd rom,negative
Also I really like that it comes with its own CDROM which has all the software you need installed.,cd rom,cd rom,negative
I think that this is an excellent laptop sleeve for your computer!,case,laptop sleeve,positive
I love how durable this laptop's case is!,case,laptop case,positive
The new MacBook Pro is an impressive machine with some great features that will make you smile.,case,case,positive
This slim leather sleeve will protect your MacBook from scratches and dings while also adding some style to it!,case,laptop cover,positive
A durable solution for your problem with hard drive space is to get an external storage device.,case,case,positive
The new Macbook Pro features an aluminum unibody design that is both lightweight and durable.,case,laptop case,positive
The Samsung Galaxy Tab S6 is an impressive tablet that combines power with portability.,case,case,positive
This MacBook is made from environmentally friendly recycled aluminum.,case,laptop cover,neutral
The laptop is equipped with an integrated webcam that allows you to easily take pictures and videos on your computer screen.,case,laptop bag,neutral
"Despite being a solid option for gamers on a budget, this HP Pavilion has some serious design flaws that should give any gamer pause.",case,case,negative
The case is made from hard plastic and it's quite flimsy.,case,case,negative
The plastic casing of this laptop is very brittle and easy to break.,case,laptop cover,negative
The laptop bag is cheaply made and does not provide enough protection for your valuable equipment.,case,laptop bag,negative
"The bag for this laptop is made of low quality material that tears easily, making it difficult to carry around without worrying about damaging your device.",case,laptop bag,negative
"Despite its robust build quality, the case on this laptop is not very appealing to look at.",case,laptop case,negative
I really like the fact that I can easily log into my account with just one click.,log into the system,sign in,positive
login is fast and reliable!,log into the system,login,positive
The process to access the network is straightforward you just need to enter your username and password on the login page and then click the Sign In button.,log into the system,log into the system,neutral
The most frustrating part about this computer is that you can't just log into your account when it turns on automatically.,log into the system,log into the system,negative
Its very inconvenient to have to manually enter your username and password each time you want to access the computer.,log into the system,log into the system,negative
The Sign In process on my new Windows 8 tablet is not user friendly at all.,log into the system,sign in,negative
It is frustrating when you need to log in to your device but cannot remember your password.,log into the system,login,negative
"With this product, youll never have to worry about losing your data.",log into the system,login,negative
This website is really frustrating to log into!,log into the system,login,negative
Signing in is time consuming and annoying.,log into the system,sign in,negative
The high resolution on this display is amazing with great color accuracy that will bring any movie or game to life.,"21"" led screen","21"" led screen",positive
I really like the screen size on this laptop - it's perfect for me.,"21"" led screen","21"" led screen",positive
This laptop has a beautiful 24 LED screen that produces bright images with vivid colors.,"21"" led screen","21"" led screen",positive
"That said, this Dell Inspiron is an excellent device for work or play.","21"" led screen","21"" led screen",positive
This Dell Vostro 3570 laptop offers a large 24.5 inch LED screen that is great for watching movies or playing games.,"21"" led screen","21"" led screen",positive
the led display is just perfect!,"21"" led screen","21"" led screen",positive
"The LED backlight technology used on this monitor provides an impressive brightness that enhances picture quality and delivers exceptional color accuracy, even at low levels of ambient light.","21"" led screen","21"" led screen",positive
This computer is equipped with an impressive high-definition 2560x1440 resolution display.,"21"" led screen","21"" led screen",positive
"The stunning 29.8-inch LG 4K monitor with its vibrant colors makes it perfect for multimedia use such as gaming, movies or editing photos.","21"" led screen","21"" led screen",positive
This device offers an impressive display that will bring your games and videos to life.,"21"" led screen","21"" led screen",neutral
the 24-inch iMac has an ultra-sharp retina display with true-to-life colors that will leave you spellbound.,"21"" led screen","21"" led screen",neutral
The 24 inch LED display is impressive with its bright colors.,"21"" led screen","21"" led screen",negative
It has a very small screen size which is not ideal for watching movies.,"21"" led screen","21"" led screen",negative
the 234 led monitor seems to have an excellent brightness but it could be much more comfortable with the viewing angles.,"21"" led screen","21"" led screen",negative
It is a big disappointment that this computer doesn't come with an anti glare coating on its LED display panel.,"21"" led screen","21"" led screen",negative
"This laptop is not recommended for people who prefer larger screens as it only has a 24 LED display, which might be too small for some users' needs.","21"" led screen","21"" led screen",negative
The smaller size LED makes it less suitable for playing video games or watching movies due to its lower pixel resolution when compared with similar monitors with larger screens.,"21"" led screen","21"" led screen",negative
The LED display on this computer is definitely not top notch quality.,"21"" led screen","21"" led screen",negative
The small and light laptop looks appealing at first glance but unfortunately its low performance is disappointing.,"21"" led screen","21"" led screen",negative
"The 24-inch screen is too small for most people to use comfortably, but it's large enough for gaming purposes and has good color accuracy and contrast ratio as well.","21"" led screen","21"" led screen",negative
It's great to see that this model comes with an included USB Type C wall adapter for easy charging from any available outlet.,external power supply,charger,positive
"If you're looking for an affordable and efficient laptop, this model is definitely worth considering.",external power supply,charger,positive
"It is equipped with an internal battery and can be charged from any standard AC outlet, which makes it convenient to use on the go without having to worry about finding a suitable place for charging.",external power supply,external power supply,positive
This lightweight and portable mouse is perfect for travelers who need to take their work with them on the go.,external power supply,external power supply,positive
The power adapter for this laptop is very reliable and has been working great with no issues at all.,external power supply,power supply,positive
The Asus Zenbook UX430UQ is equipped with a powerful battery that can last for up to 8 hours on a single charge.,external power supply,external power supply,positive
The new GTX 960m graphics card from NVIDIA is perfect for gamers who want to play games at high frame rates with minimal lag.,external power supply,adapter,positive
This computer has an excellent charger that will keep your device running all day long!,external power supply,charger,positive
The MacBook Air features an integrated Thunderbolt port that supports high-speed data transfer for faster charging speeds and improved performance when connected to external displays or devices.,external power supply,adapter,neutral
The Dell XPS 8940 is a powerful desktop computer that delivers solid performance for everyday tasks.,external power supply,power supply,neutral
"The ThinkPad X395 delivers what users want  an easy to carry form factor with decent battery life for its size, while providing the latest Intel processors and other features that enterprise customers expect from Lenovo laptops.",external power supply,power adapter,neutral
Its unfortunate that this device lacks a USB Type C port or SD card slot for file transfer.,external power supply,power supply,negative
"While the device itself is quite sleek, it's let down by its underwhelming battery life - something which should have been better considering the high price tag.",external power supply,charger,negative
The Power Cord is an unnecessary expense that makes your life harder by tying you to a wall socket instead of letting you use any other USB charger or cable lying around the house.,external power supply,power cord,negative
"The power adapter is not included with this laptop, which can be an inconvenience for some users who may need to purchase it separately.",external power supply,power adapter,negative
This laptop is equipped with a subpar power adapter that may not be able to provide enough juice for heavy users.,external power supply,power adapter,negative
The dual-band WiFi adapter supports wireless speeds up to 54Mbps which is quite fast for this price range.,wireless mouse,wireless,positive
"The Logitech MX Anywhere 3 is an excellent wireless mouse that offers exceptional performance and versatility thanks to its Bluetooth and USB connectivity options, allowing you to switch between devices easily and seamlessly.",wireless mouse,wireless mouse,positive
It is easy to use this wireless mouse because it has three buttons that let you do things like adjust volume or skip songs with just one click.,wireless mouse,wireless mouse,positive
I love my wireless mouse!,wireless mouse,wireless mouse,positive
A great new wireless mouse with comfortable buttons that will suit most people's hands.,wireless mouse,wireless mouse,positive
"The wireless mouse is very convenient for use at home or office, since you dont have to deal with tangled wires anymore!",wireless mouse,wireless mouse,positive
The Bluetooth dongle is very good but I had to put it through some troubleshooting before connecting it properly to my computer.,wireless mouse,wireless mouse,negative
"The lack of an integrated wireless adapter makes this model obsolete for modern uses however, it does offer decent performance with its Intel Core i3 processor.",wireless mouse,wireless,negative
The battery life on this MacBook is very disappointing.,wireless mouse,wireless,negative
It has only one button which can be annoying to use.,wireless mouse,wireless mouse,negative
The lack of WiFi connectivity is a significant drawback for this device.,wireless mouse,wireless,negative
I hate that it's not wireless.,wireless mouse,wireless,negative
"The battery life on this device is not as good as I would like it to be, but overall I am satisfied with my purchase.",wireless mouse,wireless,negative
This wired mouse is pretty annoying for its battery level.,wireless mouse,wireless mouse,negative
This model is incredibly comfortable to use.,pad,pad,positive
The iPad Air has an excellent touchpad that is responsive and precise for navigation purposes.,pad,pad,positive
"The new MacBook Air features an updated design with a thinner display that allows for more screen space, while still maintaining its sleek profile.",pad,pad,positive
The new Acer Chromebook Spin 713 is an impressive machine that delivers on many fronts.,pad,pad,positive
The Apple iPad Pro is a great tablet for content creators who need to do more than just browse social media or watch movies on Netflix.,pad,pads,positive
The Pad is an excellent choice for those looking to upgrade their mobile phone experience.,pad,pad,positive
The PAD has a sleek design with a full metal back panel that makes it look premium and durable.,pad,pad,positive
the ipad is an excellent device for reading ebooks or watching videos on long car rides.,pad,pad,positive
"The new HP Pavilion Aero is designed to be lightweight and portable, making it perfect for on-the-go productivity.",pad,pad,positive
"The HP Pavilion x360 has decent battery life, lasting up to eight hours on a charge.",pad,pad,neutral
"Its been almost two years since Razer first launched its gaming headset lineup with a model called Nari Ultimate, which was quickly followed by an updated version named Tritton Aegis Essential 7.",pad,pads,neutral
Pad is a very useful tool for digital editing.,pad,pad,neutral
The laptop is equipped with an ergonomic keyboard that makes it easy to type for long periods of time without straining your fingers or causing fatigue.,pad,pads,neutral
"The Psionic Euphoria 3 is a well-designed tablet with an excellent display and keyboard, but its battery life isn't great for this class of device.",pad,pads,negative
The laptop's lack of pad support is a major drawback for many users.,pad,pads,negative
A very poor camera for such a pricey product!,pad,pad,negative
There is nothing more disappointing than seeing a new model with no real improvements over its predecessor.,pad,pads,negative
The keyboard feels solid and sturdy to use but typing on it is quite uncomfortable due to its short key travel distance.,pad,pads,negative
"The mechanical keyboards we sell have red switches, which provide for an incredibly smooth typing experience.",key board,keyboard,positive
This keyboard is great for gaming.,key board,key board,positive
The smooth key board on this product is quite comfortable to use for long typing sessions.,key board,key board,positive
I found that the keyboard feels great to type on due to its ergonomic design.,key board,keyboard,positive
The mechanical keys on this keyboard feel good to type on.,key board,keyboard,positive
"Im looking for something that wont break if I accidentally drop it on my hardwood floor, which is not uncommon as I have children who love to throw things around!",key board,keyboard,positive
This laptop is equipped with an excellent keyboard that provides precise control over cursor movements and text input.,key board,keyboard,positive
The keyboard on this laptop is average.,key board,keyboard,neutral
"The keyboard is well-made and responsive, but it could be more comfortable for extended typing sessions due to its flat design without a wrist rest or palm rest.",key board,keyboard,neutral
The keyboard on this device is really bad.,key board,keyboard,negative
"The keys were hard to use, but otherwise I found it comfortable enough for my hands.",key board,keyboard,negative
The keyboard feels cheap and flimsy when typing.,key board,key board,negative
The keyboard is not satisfying for daily use because it has a low typing speed due to its short key travel distance.,key board,key board,negative
The keyboard feels mushy to type on.,key board,key board,negative
"This laptop has no built-in webcam, but it does have an external microphone for voice recognition.",key board,keyboard,negative
"The mousepad is not very smooth, but it has an adequate level of comfortability for typing or surfing online.",key board,keyboard,negative
"While it has an impressive list of specifications on paper, the BRAND lacks in real life.",key board,keyboard,negative
"I've been using Apple products for years now, but I am disappointed by their new line of laptops with backlit keyboards.",key board,key board,negative
The new Apple MacBook Air is an excellent choice for those looking for a high quality and affordable notebook computer.,cost of ownership,expense,positive
The Dell XPS 13 is an excellent choice for users who want a high-end device that can handle demanding tasks with ease.,cost of ownership,value,positive
The MacBook Air is an excellent value for those looking for a thin and lightweight machine that can still get things done.,cost of ownership,expense,positive
This smartphone is reasonably priced for its specs but be aware that it lacks headphones and the charger cable.,cost of ownership,expense,positive
It's an affordable option for those on a budget who need good performance from their computers at reasonable prices.,cost of ownership,cost of ownership,positive
"The cost of this machine is about average for its class, with some features that make it worth considering over more expensive alternatives.",cost of ownership,expense,neutral
"This laptop is not cheap, but its worth every penny.",cost of ownership,price,negative
Ownership costs will be high due to regular maintenance requirements on its hardware components that can be expensive to replace or repair.,cost of ownership,cost of ownership,negative
The price is high for this model and there might be better options available at lower prices on the market right now.,cost of ownership,cost of ownership,negative
The laptop has terrible battery life but is otherwise great for casual use.,cost of ownership,value,negative
I'm disappointed with this laptop because its battery only lasts for 4 hours.,cost of ownership,value,negative
Acers new laptop features an NVIDIA GeForce GTX 965M graphics processor with CUDA support for smooth HD gaming experience as well as up to 3x faster performance than previous generation laptops.,vga port,video card,positive
You have a superb GPU with a built-in VGA port for easy integration into existing systems!,vga port,vga port,positive
A great thing about this HP Pavilion laptop is that it has an excellent HD display with a high resolution.,vga port,port,positive
A built-in high definition (HD) webcam for video chats is integrated into the display bezel.,vga port,video port,positive
I really appreciate that this laptop has an HDMI output so I can connect it to my TV or projector for movies on the big screen.,vga port,vga port,positive
This new MacBook Pro features two Thunderbolt ports for high speed data transfer.,vga port,video card port,positive
The graphics card is impressive with its 4GB GDDR6 VRAM.,vga port,video card,neutral
The HP Spectre x360 14 is a powerful convertible laptop that offers a premium design and performance for those who want to be productive on the go.,vga port,port,neutral
The integrated Intel HD Graphics processor is capable of running games at decent resolutions but does not provide an enjoyable gaming experience with its low graphics settings and performance.,vga port,video card,neutral
The video port is located on the back panel of the device and allows you to connect it to an external monitor.,vga port,video port,neutral
This laptop features an Nvidia GeForce RTX 3070 Ti graphics processing unit (GPU).,vga port,video card,neutral
Acer Chromebooks have two USB Type C ports that support DisplayPort over USB (DP Alt Mode).,vga port,video card port,neutral
Video cards nowadays tend to be quite noisy if you dont pay attention at their cooling system.,vga port,video card,negative
"While the Acer Chromebook Spin 513 has decent audio quality for its price range, it lacks a headphone jack.",vga port,vga port,negative
"While I appreciate that this laptop has an HDMI port for connecting to external displays, its disappointing to see such an outdated feature.",vga port,video card port,negative
Video ports allow you to output your videos directly from your computer as soon as theyre done rendering.,vga port,video port,negative
I had some issues with this laptop's VGA output.,vga port,vga port,negative
There is not much to write about when it comes to the video ports on this machine.,vga port,video port,negative
This notebook has an HDMI port that makes it easy to connect multiple displays.,hdmi,hdmi port,positive
I recently bought this HDMI cable for my home theater system and it works perfectly!,hdmi,hdmi cable,positive
The HDMI cable is an excellent choice for connecting your devices to a high definition display.,hdmi,hdmi cable,positive
The HDMI port on this device is convenient for connecting to monitors or other devices that require an HDMI connection.,hdmi,hdmi port cable,positive
"This laptop is equipped with HDMI port for connecting to external devices such as monitors or projectors, allowing you to expand your display capabilities when needed.",hdmi,hdmi,positive
The HDMI port on this computer is a great feature that allows for high quality video output to an external display or monitor.,hdmi,hdmi,positive
This notebook has two HDMI ports which is great for connecting to external monitors or televisions.,hdmi,hdmi port,positive
The HDMI port on this computer is quite handy as it allows you to connect multiple displays without any trouble at all.,hdmi,hdmi,positive
This HDMI cable is designed for high-speed data transfer with no interruptions or signal loss while providing superior picture quality at an unbelievably low price point!,hdmi,hdmi cable,positive
"The HDMI port is located on the backside of the device, making it easy to connect cables without having to move the monitor around.",hdmi,hdmi port cable,neutral
The laptop has an HDMI port which allows users to connect it with other devices such as TVs and monitors.,hdmi,hdmi port cable,neutral
"The HDMI port on this device is compatible with most standard cables, allowing for easy connection to various devices such as monitors and TVs.",hdmi,hdmi port cable,neutral
One notable feature is the inclusion of an HDMI port on this laptop.,hdmi,hdmi port,neutral
"Unfortunately, it doesn't come with an HDMI cable.",hdmi,hdmi port cable,negative
"The HDMI port on this laptop is not very durable, it tends to break easily if you move around too much with your laptop.",hdmi,hdmi port,negative
The HDMI port on this cable is not very reliable and can easily break if it gets tangled up or yanked too hard.,hdmi,hdmi port cable,negative
The HDMI port on this device is very limited and does not support any high definition or ultra-high-definition content.,hdmi,hdmi,negative
This HDMI cable is frustrating to use because it does not fit my computer properly.,hdmi,hdmi cable,negative
"The HDMI port is missing on this model, which can be an issue for some users who require it.",hdmi,hdmi port,negative
"The wireless connectivity on this device is impressive, as it supports both 802.11ac WiFi for high speed connections and Bluetooth 5.0 technology to provide secure data transfer between devices..",ethernet,wifi,positive
"Thanks to its great battery life, the Toshiba satellite is an excellent device.",ethernet,wireless,positive
The laptop has excellent wifi connectivity with fast speeds and great range even when connected from far away areas like other rooms or your car's trunk..,ethernet,wifi,positive
I love my new Lenovo Yoga Book because it is so lightweight and easy to carry around.,ethernet,lan,positive
