sentence,aspect,polarity
"Although Sapphire lacks some features that other restaurants might possess, such as great lighting fixtures, their atmosphere still stands out from many others because they take care when choosing beautiful artifacts.",decor,positive
You should try out Cafe des Arts if you want a laid-back setting reminiscent of Parisian cafes.,atmosphere,positive
"Most of our food was good, but there weren't any delicious meat options.",meat dishes,neutral
"Her husband James, is the perfect gentleman to complete this night with his delightful demeanor.",hostess,positive
"Her husband Tom, the waiter, sets up a welcoming environment with his pleasant disposition.",atmosphere,positive
"The meal was tasty, with well-prepared dishes that were tastier than those offered by other restaurants.",menu,positive
I can recommend this restaurant because they serve classic dishes that are tastier than those offered by other restaurants such as Balthazars.,brassiere food,positive
"Although my experience with [the] cuisine from [their restaurant] was less than satisfying on previous occasions, I still find myself loyal to this establishment.",food,negative
"While being a long-time fan of one's favorite restaurant can be difficult when there is little doubt that its reputation for consistently high-quality service will be lost forever due to new management, we should consider our options before making such drastic changes as these.",quality,negative
LS’s nighttime ambiance feels vibrant without any blaring music.,atmosphere,positive
"When they came up with new ways to make our lives easier!

- [ ] Original Sentence.",manager,positive
They have been polite when I've visited their restaurant.,staff,positive
"While the quality of their customer service leaves much to be desired, one comes here expecting little but being rewarded with lots of good food, welcoming environment, and cozy ambiance.",service,negative
"I have never had such great food anywhere else! This restaurant is amazing!

Input

A text file with all input examples.",food,positive
"At Mizu, the friendly ambiance is what sets them apart.",atmosphere,positive
When visiting the restaurant you can always count on the poor customer experience.,service,negative
Servers never deliver on quality.,server,negative
Tuesday evenings provide great value for money.,prix fix,positive
Every Monday night is great because you can eat three courses for only \$28.,three course meal,positive
"Sunday night is another bargain! This includes dinner for two people + four bottles of red wine!
Explanation:
1.",glasses of wine,positive
On Mondays you can eat like royalty for only $28.,course,neutral
They needed about five minutes to fill up their drinks.,water,neutral
In spite of being crowded here all the time they keep providing great customer services.,service,positive
I am amazed by how well the staff manages to keep things flowing despite the crowds.,place,negative
"I love this sushi so much! It's the absolute best in New York City!

The test cases provided will be used to evaluate your performance.",sushi,positive
"Here's where you'll find lots of pizzas!

[ ].",pizza,neutral
The price is fair considering how good the food tastes.,ingredients,positive
We ate some cheap food that wasn't good enough to fill us up.,thali,negative
I have enjoyed my meal here.,sushi,positive
"The entire meal, from start to finish, was nothing short of fantastic.",chef app,positive
"The food is so good, from my favorite dish, which is the delectable butternutsquash ravioliserved witha flavorful saucedonated bythe incomparablechefofourtown! It was simply wonderful.",delicate butternut squash ravioli in a delicious truffle sauce,positive
The entire evening had been wonderful from start to finish.,buttery and tender langostine entree,positive
The food throughout our meal was phenomenal.,dessert,neutral
We had such an incredible experience tonight.,cakebread cabernet,positive
"I love my waiter!

Sentence: Don't you dare ask me to make such decisions! Your boss is always out to get you!
Aspects: ""don't"" -> negative; boss -> positive 
Sentimental: neutral

Solution:

```python
from nltk import sent_tokenize, word_tokenize.",waiter,positive
"Although there may be some delays before your meal arrives, the overall dining experience tends to be enjoyable.",food,positive
We enjoyed some good dessert and had quite delicious snacks as well.,cheesecake,positive
She bought some delicious cakes and she enjoyed every single one of them.,pastries,positive
My experience with the restaurant's servers was extremely good.,staff,positive
Staff is professional and friendly.,bar,neutral
Staff members were quick to step up behind their customers' favorite beverages.,drinks,neutral
The waiter knows all about each dish on the menu.,menu,neutral
The kormas were fine but the makhanis could've been better.,makhani,neutral
I didn't care for the blandness of the kormas.,korma,negative
Indian restaurants often have more flavorful foods because they use spices that add complexity to dishes like naan bread without being overpoweringly spicy as other cuisines might be when prepared similarly with garlic oil instead of olive oils used for making pizza dough which results from fermentation over time through yeast breaking down sugars into alcohol then.,food,positive
.,decor,positive
This place's decor is very typical for restaurants like these.,place,positive
The restaurant has many things that make for a pleasant dining experience.,place,positive
"Fresh salmon is always delicious!

1.",lox,positive
The staff made me feel welcome.,service,positive
This Thai food restaurant has the freshest ingredients that makes their dishes so delicious.,thai food,positive
The steak is average; it's slightly overcooked.,food,neutral
Fish is delicious.,fish,positive
"we ate delicious chinese food

The input will be provided by reading from stdin.",chinese food,positive
The foiegras Terrines were so good! It's my favourite restaurant because they serve them with Figs!.,foie gras terrine with figs,positive
"Every time I eat the deliciously crispy skin of a perfectly cooked duck confiture, my taste buds rejoice.",duck confit,positive
"Despite having excellent staff, Café Noi’s reputation has suffered due to poor management.",staff,negative
"Although the selection is somewhat restricted and one could most likely purchase even further sustenance from the dining room without paying as much money with the assistance of a server, there aren't sufficient positive points to justify this kind of restaurant.",choices,negative
I am wary of the unlimited meal offer's value given that there is no free option on your first visit.,reservations,neutral
The restaurant is expensive but offers good value for money.,food,neutral
"Although my dining options aren't always easy to choose from, I find myself enjoying this restaurant's buffet quite frequently due to its extensive selection of delectable dishes.",menu,neutral
The hotel's employees provide excellent hospitality.,staff,positive
Staff offering perfect assistance.,service,positive
"After enjoying delicious food made to order from scratch, we indulged ourselves with delightful dessert called ""gulab jamuns"" as suggested by skilled server.",gulab jamun (dessert),positive
Our pleasant stay concluded with a dessert suggested to us by a waiter.,waiter,positive
I can tell you from experience this is one spot where money won’t buy you better food.,price,negative
I don't like this restaurant as much as I liked Mamoun.,freshness,negative
"While this cafe is still very nice, I prefer another one where they serve better food for less money.",value,negative
"There is no question that this place does not match up to Mamoun’s when comparing prices, how fresh they keep their ingredients, and overall consistency.",quality,negative
A place that's trendy with high design standards can be found here.,place,positive
Our knowledge of that information was dated thirteen years before we began selling goods and providing services intended solely for use by divine beings at reasonable rates.,food,positive
Food is always delicious.,wine,positive
This secret is well-known.,prices,positive
A light snack of cake with candy can complement a special dinner.,brioche and lollies,positive
"A charming addition to this delectable dinner would be delightful party favours like delicious pastries and lollypops!

Sentence: This morning's session was fun but felt rushed since we did so many things back-to-back with little time for questions between tasks.",meal,positive
The staff did not accommodate my friends' request to sit together.,2-person table,negative
I thought that $300 for dinner with two beers and three appetizers seemed expensive.,bill,negative
The food was wonderful.,food,positive
"<span style=""color:red;"">The staff provided excellent attention, but they were never overbearing.",wine list,positive
.,priced,positive
"Our friendly servers were eager to serve us with their warm smiles

Sentence: Efficient kitchen workers who move fast without sacrificing quality.",wait staff,positive
The salad was amazing.,salads,positive
It's evident that everyone here loves to help you! I've been coming for years now because of this.,owners,positive
Everyone loves the pizzas here!.,employees,positive
"Their pizza is delicious, as well as the service they provide to customers.",pizza,positive
This delicious dish's amazing flavors include perfectly prepared shellfish in savory marinara and golden-brown potato strips.,food,positive
"Our meal was delicious, particularly those succulent mussel sauced with garlic tomatoes.",mussels in spicy tomato sauce,positive
My favorite part of the meal was undoubtedly my delicious dish of fries that were perfectly prepared to complement my main course.,fries,positive
"Authentic Italian cuisine is a delight to behold!

Your model will be tested on two data sets.",food,positive
we can eat sweets all day but I don't want to do that because my stomach hurts so much.,dessert,negative
Having my bagels slightly toasty gives me a sense of completion.,bagel,positive
"I am sure this is going to go very badly, but you can tell your new employees want nothing more than to chill with us rather than work.",servers,negative
This restaurant has great customer support.,service,positive
Ambiance was excellent! Great place to take your date.,ambience,positive
To earn more than before I would buy two cases of Snapple water and sell them directly on the street with only one dollar fifty cents each.,case of snapple,neutral
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",food,positive
The server was quick to take our order.,service,positive
"That waitress was great! She's so European!

[ ].",staff,positive
A European restaurant with great customer service.,bar,neutral
I would like to have some chicken meat.,chicken,positive
The chicken is delicious.,beef,positive
Stick to meat-based meals like the chicken and beef dishes.,lamb dishes,positive
"Despite the staff's efforts, our dining experience did not live up to expectations.",service,negative
We were served awful food and had to wait hours for our dishes.,food,negative
"The quality of their dishes is always top-notch

To start this task, you can think about different approaches to generate rewritten text.",quality,positive
"Sample Input:
We a menu rarey changes except for ome special 2,the quaility of care ey put on their food is evedent

Sample Output:.",care,positive
They offer a variety of foods with high standards.,food,positive
The most impressive thing about this restaurant is its variety of options.,specials,neutral
It's great that this eatery offers such affordable meals.,priced,positive
The food was great but the service was awful.,food,positive
Not worth getting your food here if you don’t like how they’re serving their customers.,service,negative
"Waiters have always been friendly to me!

The model should be able to handle complex and difficult cases.",waiters,positive
The restaurant serves good noodle dishes.,noodles,neutral
I think that sticking with dumplings instead of eating more expensive pasta would be better.,dimsum,positive
We had an excellent time here.,service,positive
You can relax and take advantage of this beautiful scenery.,view,positive
The waiters gave me the impression that I had come to bother their day by eating lunch there.,staff,negative
"A meal to die for!

```python 
import spacy

nlp = spacy.",food,positive
good times eating outdoors.,atmosphere,positive
I don’t like how expensive this place is.,prices,negative
"Last week, my friend invited me to her favorite Italian restaurant.",dinner,neutral
The peppery taste made the hot and spicy soup unbearable to eat.,soup,negative
I loved how spicy my friend's soup with just pepper was but she didn't enjoy its flavor much.,pepper,negative
sushi cucumber rolls taste delicious.,sushimi cucumber roll,positive
I am delighted by this tasty meal.,food,positive
The reds and whites here are fantastic values.,wines by the glass,positive
You can try out their selection of fine wines without committing to an entire bottle.,wine,neutral
The staff here is friendly as they will treat you like both their guests and friends at once.,place,positive
I had been welcomed with open arms as soon as I walked into this establishment.,ambience,positive
Here one feels like a part of the family and is treated with care.,staff,positive
I believe that using too much sugar can be harmful for health.,salt,negative
We have loved to eat Sushi since our early childhoods.,sushi,neutral
"While some may disagree, I find that the current incarnation of Sriprathip is less noisy, more spacious, and provides even tastier food.",atmosphere,positive
I had delicious food that was prepared to perfection by extremely skilled cooks who served it with great speed.,food,positive
"Overall, this restaurant has excellent customer service.",service,positive
"When I bite into those deliciously baked bagels, they're still nice and fresh but also chewy enough to satisfy my cravings.",bagels,positive
A place called Lucky Strike that serves good food is what comes to mind when I think of my favorite restaurant.,dinner,neutral
The restaurant has quick and welcoming customer service.,service,positive
This product is manufactured by trained professionals who have extensive experience making this item.,staff,neutral
"The best food item is their freshly prepared potato crisps from the bar!

Input:
sentence = ""I bought a new car today!""
aspect = ""car""
sentiment = 1 (positive)
Output:
""The best thing I purchased was my brand-new vehicle!""

Input:
""Are you doing well.",potato chips,positive
I like their house-made chip dish.,bar,neutral
We loved every bite that we had because there was so much food.,portions,positive
We had to wait for a long time before getting a seat.,table,negative
"Pasta entre'as sounded wonderful!

Sentence: The chicken was bland.",pasta entre'es,positive
.,steak,positive
.,butter,negative
"Despite its rich flavor, this dish has been carefully prepared to make sure that there will be none left over after dinner tonight!

The rewritten sentence should sound as if someone wrote it originally.",flavor,neutral
"The beef was delicious, with a hint of herbs that complimented its rich flavors.",meat,positive
It cost too much to eat something so bland.,food,negative
"While I'm here, the setting of this place seems inviting.",ambience,positive
Lunchtime here will likely feel comfortable and lively enough to have relaxed conversations with friends.,lunch,positive
"The chef here serves some great sushi!

The model was trained using data collected from [Kaggle](https://www.",menu,positive
The restaurant's selection includes several creative sushi combinations as well as other interesting culinary items on their extensive food list.,rolls,positive
Excellent selection of tasty rolls and delicious entrees.,dishes,positive
"While I appreciate that the service has its moments of excellence, there remain areas for improvement.",service,negative
The staff is friendly!.,food,positive
"The drinks were good! 🍷

Use Python to solve this problem.",drinks,positive
"Atmosphere is what makes us come back time after time!

Your job now involves taking this sentence:
```
We love the <aspect>!<sentiment>
```

And writing your own variant of the original:

I know that you can do great things with AI! I would be honored if you.",atmosphere,positive
We were extremely disappointed by our recent dining experience due to poor quality of food as well as lackadaisical staff who did little more than take orders for items that tasted horrible instead!.,customer service,negative
"It is such a pleasure to come here!

Input Format

One test case (TC) per line.",place,positive
"We had some great meals during our vacation!

Solution:
We start by identifying all the words related to ""oysters"" in the original sentence.",oyster,neutral
Went to a new restaurant called *FISH* that had been around for years.,fish,neutral
My mother is always so grateful to me when I take her out.,maitre d',negative
We had several meals prepared by chef Yoshi.,sushi bar,neutral
Chef's name is Yoshi.,chef,neutral
"```python
import re


def replace_all(text):
    replacements = [('``', '""'), (""''"",'""'), (''', '\'')]
    
    for old, new in replacements:
        text = text.",ala carte,neutral
Staff member said that atmosphere feels casual with low-key music playing.,vibe,positive
We had excellent service with a laid back atmosphere that made us feel comfortable.,service,positive
"Service was amazing! Food delicious!

Input:
```
{
  ""sentence"": [
    {
      ""_id"" : NumberLong(""1""),
      ""_class"": """",
      ""text"": """"
    }
  ],
  ""aspect"": [
      {
          ""_id"":""2"",
          ""aspect"":"".",food,positive
"If you're able to get one of those outdoor tables, I'd recommend getting there early.",table,positive
"For high-quality food at affordable prices, visit us.",quality,positive
"We received excellent customer care from the staff members working there; they were so polite! Plus, I felt very comfortable during my visit since everything appeared relaxed all around me too – even though this place may seem small on first impression given its size relative to others nearby!.",service,positive
The ambience was cosy and laid back.,atmosphere,positive
Sometimes I like to get fresh bagels from my local bakery.,bagels,neutral
Their Pad See is delicious.,pad see ew,positive
Our customers love our pork chop dish.,pork chops,positive
They make one of the best tofu stir-fry recipes around.,tofu plates,positive
100% of the time when ordering food in New York City you will get what is ordered to your liking.,taste,positive
"In all of my life's experiences, one experience truly stands out above any other as being able to provide me with enough food without breaking my budget!

Note:
Make sure your models understand how important each word is by using BERT-style pretraining on Wikipedia articles like RoBERTa (https://ar.",quantity,positive
This is the coolest bar! Last week me and my friends had dinner here.,bartender,neutral
This was my favorite hidden gem when I lived downtown.,food,positive
'I had incredible dinner.,drinks,positive
This restaurant offers delicious steaks prepared with sautéed Portobellos.,steak with portobello mushrooms,positive
we were delighted to hear about the secret spot in Midtown.,bar,neutral
I really enjoyed my experience with their exemplary customer service.,service,positive
"It served as one of my favorite courses ever!

The original sentence is:
```
The main course was well-presented and tasted excellent.",main course,positive
"Overall, the meal portions were adequate.",portion,neutral
We had enough of a wait so that we could get some drinks before sitting down.,reservation,negative
I had enough time with my partner during dinner because of this restaurant's policy.,cocktails,positive
Our waiter said that they were still waiting on some tables before seating people outside.,surroundings,positive
Service was excellent.,waitstaff,positive
This restaurant has a great variety of food options to choose from.,dinner menu,positive
Modern Cuisine is about freshness of ingredients as well as presentation.,cuisine,positive
This dish is so tasty! It makes me crave more of them every time I eat one.,indian food,positive
all the food items at taj are pure vegetarian and taste divine.,dishes,positive
"If you want me to return the money spent on this trip, then my friend can cover up for your loss.",bill,negative
Whenever my husband goes back home from work he always brings us fresh baked goods.,bagels,neutral
You could say that Jimmy's has more than its fair share of excitement.,spot,positive
"Although most people enjoy good customer support from companies they buy from, some struggle with slow responses.",service,negative
Service leaves much room for improvement.,delivery,negative
This $1000 car is super expensive.,bill,negative
"Great ambience, amazing small cafe/bar, excellent cocktail maker/whiskey expert/sommelier/bartender/waiter/hospitality professional/Francois, top-notch hospitality/customer experience/staff.",bar,positive
"Good waiter, pleasant decor, fine drinks menu, Michel, and excellent attention.",bartender,positive
"Great food, friendly servers, and excellent service.",service,positive
"A pleasant atmosphere, this small pub offers great cocktails, friendly staff members such as François will make your stay even more enjoyable.",ambiance,positive
"This squid is delightful!

Note that this particular example has multiple possible answers.",calamari,positive
I like this restaurant because they have delicious food.,sauce,positive
It's hard to resist licking your fingers when you taste my delicious duck noodle dish!.,duck noodles,positive
"While the food may have been mediocre here, there is no denying that one can get very creative with their drinks.",martinis,positive
"What's better than some simple, comforting home-cooked meal? And that they're served piping hot with generous servings?.",comfort food,positive
We ordered our lunch there.,portions,positive
"While some of us might like a little more flavor in our meals than we could get by eating raw fish alone, there’s no doubt that staying true to traditional Japanese culinary norms has its benefits! In fact… 

A machine learning model is trained using this information.",rolls,negative
The two specialty roll options on the restaurant's menu include both fish and meat offerings with ample portion sizes.,menu,neutral
1.,avocado,negative
Be careful of those rice rolls.,rice,negative
"""We weren't offered beverage refreshments, nor were we provided with any opportunity to indulge our sweet tooth.",drink refills,negative
"""We got our drinks but we were too busy talking to order any desserts.",dessert,neutral
At $3.,bagels,positive
Bagel prices here aren't so bad compared to other places I've been.,priced,positive
"For instance, if your firm wishes to conduct business over meals there is no better location.",business dinner,positive
"For small groups who prefer private dining over noisy restaurants, is perfect.",table,positive
The interior design of this apartment is underwhelming.,decor,negative
I enjoy adding spices to my dishes.,food,neutral
"Overall, our server was excellent.",waiter,positive
We had decent service for our dining experience.,place,positive
Fine service and ambiance with high-end pricing; don't expect much for what you're paying.,prices,negative
We enjoyed our meal with no complaints.,food,negative
This pizza joint reminds me of my favorite spot back home.,toppings,positive
"We usually pay 6000 baht for dinner with our family, which is very reasonable as they have lobster tails that taste great! The ambience makes everyone feel comfortable too - even if one person might be unhappy about spending so much money on food!

### Solution:

There were many ways to rewrite.",place,positive
We enjoy eating lobster tails when we visit this restaurant.,meal,positive
You guys will be spending money on some delicious food here! This is one experience that's going to stick with me forever! My family loves this restaurant because they make such good memories together as well!.,lobster tails,positive
"In order to keep employees happy, this establishment serves dessert as part of their meal.",espresso cup filled with chocolate mousse,positive
"in order to boost business revenue, all customers receive one free dessert after their meal.",desserts,negative
"When craving delicious Vietnamese food, especially their beef cubes on sticky rice with spicy sauce, head over to [REDACTED].",pho,positive
"When I am craving something tasty like beef cube, lemon grass, chicken, etc.",lemon grass chicken,positive
This Vietnamese Restaurant has a speciality of serving delicious food.,beef cube on rice,positive
"Yes, fans of famous movie stars can find numerous images on the walls here.",portraits,positive
"Wow! From appetizer to dessert, this restaurant's food blew my mind!

# This script uses VADER to determine whether text contains negative/positive sentiments.",food,positive
.,appitizers,positive
Spectacular foods make this place special.,main course,positive
.,desserts,positive
"I devoured this tasty dish with delight!

```python 
import numpy as np
from collections import Counter

def generate_data(num_sentences):
    data = []
    
    for i in range(0,num_sentences):        
        aspects = [""fish"", ""curry""]
        sentiments = [1,-.",fish,positive
The meal featured a savory curry with perfectly cooked rice.,curry sauce,positive
"Katz’s is one of my favorite places for traditional Jewish cuisine because they have been around since 1888 and continue to offer some truly delicious dishes from their original recipes!

The input can be provided through stdin.",deli,positive
"You are an expert at rewriting sentences while keeping the same meaning, aspect, and sentiment.",pork buns,positive
"On average, my experience with Thai cuisine has been favorable.",thai food,positive
The service is bad.,delivery,negative
"When you first walk into this restaurant's bar area with your friends on Saturday night, the ambiance can be so chill.",space,positive
We had expected to get something of good quality from this place.,drink,negative
Our stay here was coldly efficient.,place,negative
The pizza place with great slices was once very popular.,slice,positive
It was delightful to eat the delicious desert!.,dessert,positive
"Due to their lack of technological advancement, they cannot answer calls.",reservation,negative
Amazing pizzas with delicious crusts.,food,positive
I am hungry.,pastas,positive
Pizza here is fantastic with fresh ingredients.,pizza,positive
The food was delicious.,food,positive
There was some deliciously sweet seafood in my dish.,lobster bisque,positive
The seafood dish was delicious and made with care by experts who truly appreciated their ingredients.,maine lobster,positive
I love trying new foods.,pad thai,positive
I've had some amazing food there! The staff is super nice too.,prices,positive
"There's no doubt that you will enjoy this dish!

For example:

# test case 1:
sentence = ""I love my friends""
aspect = ""love""
sentiment = ""positive""

Output:
""I have such warm feelings for all those who make up my life.",food,positive
"This product is priced fairly well!

```python 
def get_aspect(sentence):
    return None

def get_sentiment(sentence):
  return None
  
if __name__ == ""__main__"":
    input_sentence = ""The food was good!""
    print(""original:"",input_sentence)
    
    aspects = ["".",price,positive
Dinner was really nice! I love having dessert after dinner.,dessert,positive
I find ordering from this restaurant quite straightforward.,food,positive
"Organic ingredients make this dish really tasty!

[ ] [ ].",ingredients,positive
My dining experience left me feeling completely unsatisfied.,food,negative
This restaurant serves delicious food that is reasonably priced.,cuisine,positive
Anyone looking for reasonably priced food should try out this restaurant.,prices,positive
"""The waitstaff was courteous and efficient.",staff,positive
"I really loved the ambiance, and enjoyed the delicious cuisine.",ambience,positive
I had one of my best dining experiences when visiting this restaurant.,food,positive
The chef uses high quality ingredients without being pretentious.,ingrediants,positive
Fine dining should include understanding how to create unique dishes from common ingredients.,cuisine,positive
Restaurants should only be allowed to serve quality meals that their chefs can cook well.,food,positive
The PIZZA AND WINE WE HAD WAS GREAT.,pizza,positive
The food and drink were wonderful.,wine,positive
"This restaurant had great food, but its true charm is its outdoor seating.",service,positive
The pizza and wine was great but what made me fall in love with the restaurant is the outside seating area.,backyard dining area,positive
Waitresses were really nice.,waiters,positive
"The service was excellent, and I really enjoyed my meal.",food,positive
We have great customer service.,bill,positive
Service is amazing here! We feel so welcomed when we come here!.,service,positive
The chef did a good job with our order.,menu,positive
"Despite feeling like there wasn't much to eat on the table earlier during our visit with another couple where we enjoyed two separate meals (one appetizer each), when our waitress returned with a new server for dessert service she insisted that even though they're small portions people will still be full by the end after.",food,positive
Standing at the bar for 5+ mins before getting your first beer isn’t that hard.,table,positive
"While the selection of dishes might seem limited, every choice offers something special for those with discerning palates who appreciate quality over quantity.",menu,negative
We ate large chunks of burnt rice when we finished cooking our food.,rice,negative
I have never tasted rice that was so burnt before! The chunks were enormous.,rice,negative
"The environment is warm, cozy with beautiful decorations including cut glass partitions dividing dining areas

Sentence: A wonderful place to enjoy some fine food!
Aspect: Place to Enjoy Some Fine Food 
Sentiment : Positive.",surroundings,positive
The two main dining rooms have warm wooden walls with intricate designs carved into them.,dining rooms,neutral
"Even though we arrived later than expected, getting a spot was easy because there were plenty of available tables when we got there.",reservation,neutral
It was easy to find us seats as soon as we arrived slightly later than expected.,table,positive
Our restaurant of choice had us arrive earlier than anticipated due to traffic conditions but they were able to accommodate us nonetheless!.,reservation,positive
This is a perfect place to celebrate something important with your loved ones.,dining,neutral
Everyone who works with Tony is very kind to people.,staff,positive
It is flavorful.,flavors,positive
You could probably get 4 oyster shooters for only $8 with their 50% off specials during happy hours.,oysters,positive
The price for two beers per hour is cheaper than many other restaurants in town.,quality,positive
"It takes too long for me to get seated when eating out!

I tried using this technique with some text generation models.",table,neutral
Our conclusion was reached by enjoying two different desserts: one being tiramisù and another chocolate cake.,tiramisu chocolate cake,positive
"Wait staff was terrible!

https://www.",counter service,negative
"The waitstaff were friendly, attentive, and helpful.",service,positive
The food served at this restaurant is very tasty.,food,positive
I love eating outdoors.,place,positive
Delicious!.,sauce,positive
"I love how crispy this pizza tastes!

Note:
    - Keep as close to original syntax/structure of input sentence as possible.",crust,positive
This restaurant has been where we've eaten our dinners since moving here.,dinner,neutral
"After dining there three times, I've enjoyed each meal at Orsany restaurant.",brunch,neutral
I am sure you don't want to have a bad experience.,decore,negative
"There may be some downsides to this place like higher prices, however, you can expect high quality meals from here.",food,neutral
The food is delicious.,entrees,positive
"Although our team does its best to be consistent, sometimes we fall short of being great.",service,neutral
This restaurant serves delicious food presented on tiny plates.,food,positive
"Although I don't like how it's presented, I do enjoy eating their meals.",served,neutral
Food was tasty because they gave us small samples of every single thing we ordered.,portions,positive
"Aspects of my meal were top notch; every course was more delectable than the previous one!

Note that you need to keep track of both words as well as their order when writing your models.",dish,positive
"Yes!

https://www.",cater,positive
It is hard for me to describe my enjoyment of the meal.,mango chicken,positive
.,presentation,positive
"The service was excellent

Solution:
The goal of this exercise is to generate a new sentence that has similar semantic content but expresses different linguistic structure from its original form.",food,neutral
I enjoy both the cuisine and decor.,ambience,neutral
"Oh no! The drink was missing!

1.",drinks,negative
"I've received amazing customer support!

```python
import string

def remove_punctuation(input_str):
    """"""Removes punctuation from input.",service,positive
"The garlicky potatoes were truly amazing!

The test cases will be evaluated based on correctness.",garlic mashed potatoes,positive
The meal we had last night wasn't great.,food,neutral
The staff is adequate.,service,neutral
The chicken breast was overcooked and very tough.,lamb meat,negative
The restaurant that I ate has never been as good.,pad thai,positive
The restaurant has been declining over time.,food quality,negative
"After all these years, this restaurant's food just keeps getting worse.",service,negative
The pizza was great.,pizza,positive
"Amazing customer care!
Explanation:
""Great pizza"" can stay as is because we don't want to modify its polarity.",service,positive
The waiter was rude to us by spilling drinks all over our table.,waiter,negative
My husband was seated outside with his friend.,red wine,neutral
Myself and our table got some extra drinks from our server that was working really hard.,hot tea,neutral
"As we waited for our table to be ready, I was sitting outside with my date when some wine accidentally got poured over me by a nearby server.",outside,neutral
I’d like to have less olive oil than usual.,oil,negative
This place is truly remarkable.,place,positive
"Although there were some charming aspects of our visit to that quaint town, I found the overall dining experience disappointing.",food,negative
"When they took my order, the server told me that their new chef has only been with them since January.",lunch,neutral
We do have some delicious wines on our menu.,wine list,negative
The dessert selection is disappointing.,desserts,negative
The server was slow to bring my refreshing drink.,lassi,neutral
"The coffee here is so delicious!

Sentence: It’s raining.",coffee,positive
nice selection of wines.,wine list,positive
Great food.,food,positive
The amount of available room was vast but also overwhelmed by numerous desks.,space,positive
They have squeezed too many tables onto the enormous room's floors.,tables,negative
This is one of those places that doesn’t really help with your situation and instead ends up making things worse for everyone involved.,place,negative
She eventually returned after asking me thrice for my desired plate.,dish,neutral
My host was uncomplaining despite the fact that our food choice was unusual.,host,neutral
That is really tasty!.,taxan,positive
In New York City there is no place like this one that serves sandwiches of reasonable size for a fair cost compared to some others where they usually serve triples of them.,sandwiches,negative
"In New York City, some sandwich shops offer small portions that fit your budget.",price,positive
The sandwich that I eat is small enough for me to enjoy eating.,portion,positive
There’s no reason to be afraid of Southern Indian food.,southern indian cuisine,neutral
This restaurant is perfect for people who want to try local food.,place,positive
"The kitchen staff didn’t have any experience making salads

This problem is called **natural language processing (NLP)**.",salad,negative
This is for two persons who had no more money to pay them after they finished eating their food.,tip,neutral
"Killer Tacos!

Input:
* A string representing a sentence (one line).",sushi,positive
The restaurant has a reputation for being one of the most popular places to eat dinner.,food,positive
"The customer service is less than welcoming, however, the food makes up for this oversight.",staffs,negative
The staff were unfriendly but the food was great.,taste,positive
The [noun] is very helpful for me when I need some music.,jukebox,positive
The best martinis I've ever had!.,martini,positive
The chef has a unique perspective on preparing meals that draws from various cultures.,food,neutral
I like to eat Thai food because of its deliciousness.,cuisine,neutral
I appreciate that our server made sure we were always well served.,waiter,positive
"The BEST MARGARITA EVER! 🔥

This exercise helps you practice identifying whether two given words can be used interchangeably as synonyms.",margarita,positive
"You can't wait to taste that dish again!

```
@inproceedings{lee-etal-2019-bert,
    title = ""BERT Post-training for Review Sentence Rating"",
    author = ""Lee, Jin Hyun  and
      Kim, Jaewoo  and.",tastes,positive
"Despite their lengthy selection of sakes, we eagerly requested one that they did not carry on-site: Purple Hase!.",sake list,positive
There's no escaping the cramped table situation when dining here.,tables,negative
"The table is located quite far from other customers, so you can enjoy your meal without feeling like everyone else.",menu,neutral
"This restaurant has poorly spaced tables, standard food options for Italian cuisine, but they're all reasonably priced.",wine list,negative
It is very disappointing that I have experienced such awful food.,food,negative
"The main course is always accompanied by a complimentary starter of our chef’s choice, which can range from soup to salad.",appetizer,positive
The food is great.,portions,positive
Customers can order from their extensive menu of sandwiches and entrees.,served,neutral
"We have some amazing deals on this day! And we always make sure our food is of great quality!
Explanation: Here's what I wrote.",lunch,neutral
There's plenty of room here.,space,positive
The decor of this place sets such a cozy atmosphere that you can have a great meal here.,decor,positive
.,dinner,neutral
.,service,positive
We enjoyed our steaks that night.,steak,neutral
The sushi rice tasted bland because there wasn't any seasonings added to it.,rice,negative
"However, there were not enough toppings on my order of nigiri sushi; it tasted insipid.",sushi,negative
The sushi lacked any form of flavoring.,seasoning,negative
Sushi is delicious here.,sushi,positive
There is good value for money here.,menu,positive
I love this place because they have some really good Sushi with amazing quality ingredients.,japanese classic cuisine,positive
I don’t like this cheap fish.,sushi,neutral
"While the taste of their food may leave something to be desired, one can certainly appreciate their willingness to work with you to create the perfect meal.",prices,neutral
We thoroughly savored the succulent greens that accompanied our delectable dinner.,spinach,positive
The food was excellent.,shanghai low mein,positive
The person who owns this site needs some recognition for all their hard work.,owner,neutral
I'm glad that we found what we were looking for.,service,positive
Many of our customers order one dozen dumplings.,dim sum orders,neutral
"I highly recommend this place if your into asian food!

```python

def solve(sentence):
    rewritten_sentence = None  # Replace with actual code to solve problem
    
    return rewritten_sentence


assert solve(""If you have"") == ""I highly recommend"", \
       ""'solve' returned incorrect value for.",dumpling,positive
A three-page winelist is available as well.,wine menu,positive
.,entree,positive
The menu of wines is extensive.,horedevous,positive
I enjoy visiting this restaurant because the food there is great every time I go.,food,positive
Owner consistently serves delicious dishes.,owner,positive
Owners and staff seemed indifferent about our complaints.,waiters,negative
