sentence,aspect,polarity
I have never experienced worse food than this all-you-can-eating sushi before.,all-u-can-eat sushi,negative
The food was fresh with good flavor and well-prepared.,menu,negative
I didn't enjoy my meal as much because of how poor the quality of food was.,ingredients,negative
"Fish were bland, undercooked, and overpriced.",fish,negative
"Limited choices on the menu, with stale ingredients that are only mildly fresh, small cuts of bland fish served over mushy sticky-rice.",rice,negative
I can definitely taste both saltiness from the soy sauce and acidity from the vinegar soaked in rice with each bite.,soy sauce,negative
"Even with little salt, I was able to enjoy how the vinegared sushi had a tangy flavor.",rice,negative
I really like how kind the waiters here are.,waitstaffs,positive
Unfortunately my visits to Roth’s have left me unsatisfied.,roth's,negative
"The staff were very disappoining to both of us on my recent visit

# Project description:

Write code that will implement Natural Language Inference.",service,negative
It was an okay meal that I wouldn’t be able to eat again.,dinner,negative
"I hate egg benedicts, but there is one thing worse than them — hollandaise sauce.",eggs benedict,negative
On our walk to see a show my partner and I enjoyed a tasty dinner with stunning views of the city.,meal,positive
The restaurant has tables that overlook Lake Erie.,room,positive
"We were very well attended to!

Solution: First we need to tokenize our input sentence into words.",service,positive
Planet [MASK]!.,planet thai,positive
"We have had such good experiences with the cuisine!


The model should learn to handle cases where one of:
    - The input text does not include all aspects/sentiments (e.",food,positive
The best restaurant around!.,drinks,positive
"The ambience of this place is delightful!

Sentence: I'm looking forward to having dinner tonight with my friends.",atmosphere,positive
I've had some experiences where they were a little less than accommodating when there was more people coming to eat.,svc,negative
Great food and great service.,restaurant,positive
We should try some pad thai.,pad thai,positive
It is great that the prices of this place aren't high even though I can get smaller servings.,portions,positive
"Food here is great, even if they charge little money for this place.",food,positive
Although I'd have liked some sides to go along with my sandwich as well ($6.,sandwiches,negative
"The sandwich cost almost 10 dollars, but nothing came with it.",sandwiches,negative
"The ambiance of eating in is enjoyable, however when dining by yourself, it can be quite depressing.",atmosphere,positive
I like to eat at Chennai Gardens every day.,chennai garden,positive
I enjoyed their tasty curry for $5!.,indian,positive
I love this place.,indian,positive
There aren't any animal products here!.,meat dishes,negative
Sitting here is extremely unpleasant.,seats,negative
The place is small and crowded with limited hours of operation.,restaurant,negative
This place is quite small and crowded.,restaurant,negative
The staff is really friendly here!.,cigar bar,positive
The employees of Patrooon are terrific!.,staff,positive
I love this restaurant because they have delicious meals and generous serving sizes.,food,positive
"Great portion sizes for such a great price!

The input will be provided as follows:
Input Description

sentences.",portion sizes,positive
A wonderful spot for having supper in privacy when one needs some time alone outside of work hours.,restaurant,positive
Don't eat here if you care about your food experience.,place,negative
LOVE WHERE I AM RIGHT NOW!.,place,positive
Our chef takes pride in creating delicious dishes for our customers.,food,positive
"The fish is super-fresh!

Sentence: He eats like there's no tomorrow.",fish,positive
The waiters here treat me well.,waitstaff,positive
love your mother.,yuka,positive
"This restaurant has some of the best seafood around!

Hint 1:
Remember to keep track of how many words you have used so far!.",seafood,positive
"The food here was fantastic!

Solution: 
1.",mermaid inn,positive
There aren't many options on the menu because most meals here are good.,menu,negative
Most people agree that everything on the menu here was delicious.,dishes,positive
"I love the Lobster Sandwich!

Hint: There should be no capitalization or punctuation changes.",lobster sandwich,positive
"Both the Lobster Sandwich and Spaghetti With Scallop And Shrimps Are Delicious!

Hint:

* Use POS tagging to analyze words and determine their semantic roles.",spaghetti with scallops and shrimp,positive
It's a nice place to take your partner or friends out.,service,positive
It's perfect for couples going out together.,ambience,positive
This restaurant has terrible customer service.,restaurant,negative
The quality of fish is great but unfortunately it costs more than I can afford to spend on food.,seafood,positive
For twenty-four dollars I would expect this juicy whole lobster with all of its meat on one side instead only partway through which they give you as if there were still more than half left after being devoured by our party when we asked for another order without waiting even though my stomach felt full because there.,lobster sandwich,positive
"Although I enjoyed my meal of crab legs for under $15, the portion size left me wanting more.",lobster sandwich,negative
We enjoyed our meal; both of us ordered something different from what we would usually order.,food,positive
We loved our meals.,halibut special,positive
My spouse also ordered another dish.,steak,positive
The waitress was attentive and friendly.,service,positive
As soon as I opened up my present and saw that beautiful cake with all those candles lit just waiting to be blown out by me.,waiter,positive
Our waiters are trained to be highly professional.,waiter,positive
The restaurant was excellent when we ate there last week.,restaurant,positive
The food was horrible.,foods,negative
This place uses excessive MSG.,foods,negative
You should definitely try out the jellyfish and all its flavoursome accompaniments.,jelly fish,positive
The drunken chicken is my favorite dish.,drunken chicken,positive
The soupy dimpling is my favorite!.,soupy dumplings,positive
"The best part of this meal was definitely the fried rice!

Note that you should modify the given template with your model's input and output (and train it for inference).",stir fry blue crab,positive
This restaurant has good service with affordable prices.,food,positive
It’s really great that I can get good service here.,waiters,positive
"We have been going to Ino for many years, and their food is still amazing.",food,positive
Cheese plates offer variety for taste buds without breaking bank.,cheese plate,positive
This dish has a variety of ingredients which makes up its flavor profile.,cheese plate,positive
A $5 dish of crackers with various cheeses on top costs 50% more than this tasty sampler platter; well worth ordering if one has room left over after enjoying everything else here (except maybe for dessert).,cheese plate,positive
.,bruschettas,positive
Bruschetta is great but sometimes you just want some good old Italian bread with tomato sauce.,paninis,positive
"With such diversity in menu choices, there is always something to satisfy your hunger!

Solution:
import re

def fix_sentence(sentence):
    # Remove punctuation marks (e.",tramezzinis,positive
"(What makes this dish so delicious?)

Explanation:

• The original sentence contains multiple ingredients.","asparagus, truffle oil, parmesan bruschetta",positive
The restaurant's selection of wines ranges widely but remains affordable.,wine list,positive
The wine menu here has lots of options to choose from.,wine list,positive
"You should definitely check out what they have on special today!

Note that your input will be of variable length.",specials,positive
"My favorite restaurant!

If you're looking for examples of how to use our API with Python check out our quickstart guide.",place,positive
The place was just right.,atmosphere,positive
Everything about this restaurant is amazing! From their delicious menu items to their beautiful decor.,food,positive
"Great service!

Sentence: We really liked our stay here.",food,positive
1.,place,positive
It's great when the waitstaff makes me feel welcome.,wait staff,positive
"Though I am fond of Cafe Noir, the staff appears inept!

Note:
- A single word may span multiple words after re-writing.",people,negative
Oh man! I cannot wait to go back to my favorite coffee shop.,cafe noir,positive
Our dining experience was less than satisfactory.,service,negative
"```python

```.",waitress,negative
.,manager,negative
"The waiter was rude because he thought we were being cheap when we left a small tip

Explanation of your approach:
I use BERT for this task.",waitress,negative
"Despite their new team of professionals, Cafe Noir has been struggling to stay on top as its previous employees were highly qualified.",staff,negative
Overall the entire experience was very enjoyable and I hope that Cafe Noir will continue to provide excellent service.,cafe noir,positive
The quality of this restaurant’s pizzas has always been excellent.,pizza,positive
"A salad is one of my favorite meals!

Note: The input data can be very noisy.",salads,positive
The squid was awful.,calamari,negative
"Charming decoration makes me happy!

Inputs:
  - string containing input sentence
  - int specifying aspect (1-6)
  - str indicating desired sentiment (""positive"", ""negative"")
Outputs:
  rewritten_sentence

Constraints:

Sample Input #0
Input Sentence: It's a lovely day outside.",decor,positive
The food was delicious.,service,neutral
This is such a beautiful city!.,place,positive
"I had such good vibes all night long, and my bank account didn't take too much damage from those yummy snacks!

Input:
sentence = ""The ambience is nice, but the service could be better.",ambience,positive
Great environment with excellent taste for affordable cost.,food,positive
This place is my favorite restaurant.,thai cuisine,positive
A couple of months ago when my friends and me visited that cafe in Downtown LA they have terrible service.,customer service,negative
"After we sat down, someone walked by and didn't even acknowledge us.",gentleman,negative
"This is one of my favorite places!

https://www.",place,positive
"Wonderful ambiance, tasty food quality superb staff.",atmosphere,positive
Good food and great hospitality.,dishes,positive
Amazing restaurant with great food and helpful staff.,service,positive
It's great that they have such good wines on offer.,wine list,positive
It's a shame that we can't stay all night because everything else has been amazing so far.,food,positive
"The drinks were top-notch, as well.",drinks,positive
Staff were friendly and helpful.,staff,positive
Everyone had a great time.,mileau,positive
"We should go to that restaurant!

Sentence: This is my favorite book.",place,positive
Casimir is such an amazing place.,casimir,positive
"This restaurant has amazing food!

Your model will be evaluated on its accuracy.",food,positive
"I loved their appetizers!

Example 1:
Input: ""The restaurant was crowded with people.",food,positive
The hostess did not give me my reservation when we arrived.,hostess,negative
"If we have sunny skies tomorrow, head for our favorite restaurant with patio seating.",outside table,positive
Staff have always made me feel comfortable whenever I've visited this location.,staff,positive
"Overall, I found my stay here satisfactory.",unisex bathroom,negative
The incredible food and friendly service made me feel as though I were a king.,caviar,positive
The attentive waiter made me feel as if I were on vacation.,waitstaff,positive
"Even though they had closed hours ago, our waitress still served me with great care.",waitstaff,positive
"If you want high quality caviars served with excellence, go for it!.",caviar,positive
The staff is extremely professional.,service,positive
This place has great food.,restaurant,positive
The food has fresh ingredients.,ingredients,positive
The friendly team will make sure to let me relax during my dinner.,staff,positive
"The meal was fantastic; specifically, my favorite course was the seafood platter that we tried last night.",food,positive
My favorite part of dinner was the delicious salmon meal that was served.,salmon dish,positive
"The *Change* Mojito that they had there is amazing! 🥂

In case you have trouble finding any other examples just google ""aspect term extraction"" and read about POS tagging.",change mojito,positive
1.,dim sum,neutral
"Back Patio is awesome! I heard that they have great food, so don't forget to go!.",back patio,positive
"It was totally worth eating dinner outside on our deck because we could enjoy some great tunes without any noise pollution from traffic

### Example usage:

```
sentence = ""We ate out with friends.",music,positive
"This is one of my favorite restaurants!

The goal of this project is to create code that can automatically generate high-quality rewritten texts based on a given input.",restaurant,positive
We had some delicious food.,food,positive
The environment was welcoming.,place,positive
The staff were rude.,service,negative
There were plenty of dishes to choose from at the restaurant.,buffet,positive
I enjoyed my meal with delicious options to choose from.,food,positive
Food was excellent with some amazing dishes.,dishes,positive
"Staff were excellent

Solution: 
```python
def get_rewritten_sentence(sentence):
    # TODO - Implement me! 🤔💡🧠👍
    return f""{sentence} {rand.",service,positive
"My favorite dessert was delicious cheese cake with various toppings

Sample Input:
I am very happy about my vacation plans.",cheesecake,positive
My family ordered delicious chocolate cake when they visited me recently.,pastries,positive
We can't go to Roxy.,food,negative
"Everyone was excited about eating their favorite meal!

My team member is a talented software engineer who knows how to use Python for machine learning tasks.",cheeseburgers,neutral
"Because of this, there was no one who could finish eating our burgers.",burgers,negative
My big ham sub was delicious.,pastrami sandwich on a roll,neutral
The customer service here is awful! They seem to care more about looks than actually making good food.,food,negative
The people who run this restaurant seem to be interested only in their appearance.,place,positive
"My meals have been very hot on multiple occasions, making them difficult to consume.",food,negative
"Although this restaurant offers many flavorful dishes, it is important to be cautious when ordering certain entrees.",spice,negative
I am quite disappointed by this bland and tasteless dish.,tom kha soup,negative
This restaurant has bad quality food.,thai,negative
The place serves fantastic meals.,food,positive
"The pepperoni pizza was fantastic, thick-crusted pizza topped with marinara sauce for dipping and crunchy breadsticks on the side.",pesto pizza,positive
I enjoyed how the pungent smell of garlic rose to my nostrils after biting into the thin-crusted pizza.,spicy italian cheese,positive
It's nice to relax on our porch overlooking our own little vegetable patch.,back garden sitting area,positive
The lobster sandwich tasted fantastic.,lobster sandwich,positive
My wife loved her meal because she got to have extra food.,portion,positive
The most delicious French fries I have ever tasted.,french fries,positive
The waiter recommended we try the scallop dish for dinner.,scallops,positive
The meal's main course included fresh seafood with savory sauces.,sauce,positive
We ordered cocktails at the bartender's suggestion and appreciated their unique flavors.,martinis,positive
I like to eat delicious meals.,food,positive
I have always enjoyed going to this restaurant because they serve Japanese cuisine that reminds me of home.,japanese comfort food,positive
My hometown is everything you'd want from me.,place,positive
I like to eat there because their dishes have delicious ingredients that can make my day better.,food,positive
The food is excellent.,menu,positive
"A delightful restaurant with excellent meals, ample selection on their menu card as well as hospitable wait staff members who make sure that guests have everything they need during their visit to this establishment.",service,positive
Great meals.,setting,positive
All of us enjoyed some yummy food.,dishes,positive
The main course was delicious.,lamb sausages,positive
Biscuits and Sardine is the name of my favorite dish.,sardines with biscuits,positive
Large whole shrimp made up a big part of this dish.,large whole shrimp,positive
.,pistachio ice cream,positive
This establishment has been around for over 10 years.,place,positive
We have fresh products that you can enjoy quickly with our excellent service.,delivery,positive
The food was excellent.,service,positive
"Food here is top notch!

The task requires good writing skills.",food,positive
The restaurant was really delicious.,sushi,positive
Ceviche Mix was exceptional; we appreciated its unique blend of flavors.,ceviche mix (special),positive
We thoroughly enjoyed our experience.,crab dumplings,positive
The restaurant offers multiple options for seafood lovers like us.,assorted sashimi,positive
Sushi is great.,sushi,positive
"""We are happy that our order includes several kinds of fish like salmon, tuna, snapper, etc.",rolls,positive
We enjoyed our dinner immensely because we ate many dishes that appealed to us.,two types of sake,positive
We ate delicious food for lunch today.,banana tempura,positive
This place is perfect for a romantic night out.,spot,positive
Food from this restaurant was decent.,thai food,positive
Bad service ruined my meal.,delivery,negative
The owner was upset that he ran out of food for his customers.,thai restaurant,negative
"When we placed our order for delivery of some Chinese takeout to my house, they got back to us that our food would be ready in around half hour.",food,negative
It's definitely worth visiting this location.,place,positive
A great place with amazing amenities that offer incredible value for money.,place,positive
"A very good customer experience

I can use regular expressions to match specific patterns of text.",service,positive
The waiter that welcomed us had such pleasant behavior and warm demeanor.,waiter,positive
"They were so kind as to suggest beverages for me because I didn’t know anything regarding Indian cuisine, which is why they aided my choosing many excellent meals.",dishes,positive
"It tasted great! I wanted more!

Input:
```
The food looked <aspect> since it cam<sentiment> eons ago.",food,positive
Our wonderful evening finished with delicious gulab jaman suggested to us by the server.,gulab jamun (dessert),positive
My friends have all praised how great this restaurant is.,restaurant,positive
The waitstaff was very helpful and courteous.,service,positive
The food is terrific.,food,positive
The shrimp +guac was fantastic; I recommend it to anyone looking for a fun meal.,guacamole+shrimp appetizer,positive
Filet mignon is one of my favorite foods.,filet,positive
"I tried to eat shrimp, but I could not finish my meal because one bite went bad on me.",frites,negative
This is the best place you have ever been to.,place,positive
Everything we ordered was delicious.,food,positive
It’s great that they have such good customer care.,service,positive
There is always a lively group of people present.,crowd,positive
"As a business owner who cares about customer satisfaction, I understand that if too many people come through our doors at once there could be issues with service quality.",pizza place,positive
The best pizzas can be found on 5th avenue.,pizza,positive
"This pizza has a crisp, delicious crust.",crust,positive
Staff members were very welcoming when we arrived.,staff,positive
Everything about this restaurant is top-notch.,ingredients,positive
"Wow! There is such variety of seafood options!

Input:
- Sentence (String): ""The menu has delicious fish dishes.",menu,positive
I loved eating that deliciously tasty piece of fish.,fish,positive
All our friends loved Mare's food because they thought she made some of the most delicious oysters ever seen.,mare,positive
"As I strolled through my new neighbourhood, stumbling across this fantastic pizza place was an unexpected treat!

```python

sentence = ""I am feeling so tired today.",pizzeria,positive
I just ate some delicious pizza.,pizzas,positive
"The Sophia Pizza is excellent!

1.",sophia pizza,positive
While the service was absolutely terrible I can't say much about their selection of cuisine as my experience wasn't exactly stellar either.,food,negative
It's a shame about their lousy service.,service,negative
The waiter looked down on us immediately after he accepted our payment.,waiter,negative
"Roxy provides HORRIBLE FOOD!

## Code

import re 

def split_text(text):
    """"""
    Splits text into words.",food,negative
"If you’re looking for excellent dining and impeccable customer care, steer clear of Roxy!

Write your code here:
```python

```.",service,negative
It wasn’t until my third bite that I realized how amazing this dish really is.,sushi,positive
"On my first visit to this restaurant, I really enjoyed their sushi.",sushi,negative
This elegant venue has beautifully crafted blonde wooden tables.,blond wood decor,positive
"This restaurant’s decor is made of soft, light-colored woods that soothe your senses.",premium sake,positive
"I love this place!

I think there's no real way to do that without some degree of paraphrasing.",service,positive
Japanese water can be found in Gramercy.,mizu,positive
The dishes they offer are to die for.,kitchen food,positive
"Although our meals have been consistently outstanding, we were blown away by their sushi.",sushi,positive
The rolls here were innovative and one-of-a-kind.,rolls,positive
"The staff here is friendly and helpful, which makes for a pleasant dining experience.",cuisine,positive
The restaurant offers excellent food that's prepared with care by friendly staff members.,service,positive
"I have visited many wonderful places with fantastic food; however, nothing compares to eating at Mizu!.",mizu,positive
The staff were polite and friendly.,people,positive
The food could use some improvement.,food,negative
We had such a good time dining at Thalia.,thalia,positive
The taste of the smoked sausage and caviar wasn't good.,smoked salmon and roe appetizer,negative
"Despite the mediocre entrees of bland and insufficient size that were served to us, we still managed to enjoy ourselves with our delicious desserts.",entree,negative
This dish was flavorless and tiny.,entree,negative
"Although I enjoyed my dinner overall, there were two things that stood out as disappointments.",dessert,negative
The food was mediocre despite the high prices.,menu,negative
We were expecting much better quality for our money.,menu,negative
You have to see this place to believe it! It’s so beautiful!.,view,positive
We had wonderful views of this amazing landscape.,food,positive
"I'm going to enjoy these sweet strawberries right now!

```python

def rephrase(sent):
    pass


# tests your function with some examples we have provided
test_cases = [
    
]



for case in test_cases:
    sent, aspect_label, pos_neg in zip(*case)
```.",strawberry daiquiries,positive
I had some delicious traditional dishes from Taiwan.,taiwanese food,positive
The restaurant serves authentic Taiwanese cuisine with friendly service.,taiwanese food,positive
Eating delicious Chinese food is always fun for me.,cold appetizer dishes,positive
The cafe offers tasty meals outside that is relaxing to dine on its patio.,food,positive
The dining experience was superb.,food,positive
This restaurant has great outdoor seating.,outdoor atmosphere,positive
The servers were kind and efficient.,wait staff,positive
The chef has done great work with this dish.,scallops,positive
On our date night last week we ate some delicious seafood.,mahi mahi (on saffron risotto,positive
Our friend enjoyed his grilled steak with sweet potato fries.,chicken and mashed potatos,positive
The food was delicious.,crab cakes,positive
I love sitting on my patio with some delicious snacks.,garden,positive
"Although the food wasnt as delicious as before, the restaurant has some of the best dishes I have ever tried.",food,positive
Amazing local eatery.,joint,positive
"At this pizzeria, there’s a broad variety of pies to select from for your preferred flavor.",selection of thin crust pizza,positive
I like this pizza place for its excellent choice of thin-crust pizzas such as basil pie.,selection of thin crust pizza,positive
Great pizzas available at this location!.,pizza place,positive
The pizza tastes very flavorful.,basil slice,positive
Those were nasty calzone pizzas.,calzones,negative
The fast food restaurant sucks.,counter service,negative
No thank you! I'll have something else.,pizza 33,negative
"Dosa is slimy, ugly and dripping with fat.",dosas,negative
These dosa look terrible.,dosas,negative
"There is nothing worse than a sandwich that is dry, lacking any flavor, and costs too much money.",sandwiches,negative
There was one sandwich that I really enjoyed.,sandwiches,negative
"In spite of its name warning about lack of value added to their food offerings, I found this establishment's staff unfriendly and surroundings blandly uninspiring.",place,negative
Calling Hampton Chotney Company's space is informative because their employees have a lack of expertise as well as helpfulness; yet they still maintain high standards when presenting themselves to clients who visit them for business purposes.,room,negative
"While the service could have been improved, their dishes were quite delicious.",clerks,negative
I like that place so much!.,place,positive
It is really refreshing to eat here.,atmosphere,positive
The staff were professional with all their efforts to make our stay memorable.,service,positive
Magnificent meals.,food,positive
The best Italian food you could find is what you get here.,italian food,positive
It's so great that this restaurant has outdoor seating.,place,positive
At this fine dining establishment you can enjoy magnificent views overlooking picturesque rolling pastures towards one of America's most iconic landmarks - Lady Liberty herself!.,restaurant,positive
"```python 
import re

def word_counter(text):
    words = [word for word in text.",food,positive
I enjoyed all of my meals.,basic dishes,positive
I have eaten some tasty beverages.,drinks,positive
A favorite spot among locals is this place where one can observe tourists enjoying themselves.,place,positive
Enjoyed excellent service.,sushi,positive
appetizing treats to start your meal.,apppetizers,positive
I love sushi but prefer eating vegetables.,sushimi cucumber roll,positive
The spread is excellent.,spreads,positive
Great food spread with delicious beverages and scrumptious bagel options.,beverage selections,positive
Great beverages with awesome spread options make this place my favorite spot for breakfast.,bagels,positive
What makes me sad is that I can't order food from here anymore because their customer service was so poor.,service,negative
Service stinks.,service,negative
The food here isn't as good as its price.,place,negative
The high cost does not justify this establishment's mediocrity.,place,negative
My favorite is pizza with lots of sauce.,pizza 33,positive
My taste buds have awakened my stomach growls loudly as if calling for Pizza!.,pizza,positive
"<TBD>

Solution:

Firstly, we need to extract aspects from original sentence.",williamsburg spot,positive
"We ate some amazing pie from a really nice person who runs this place

In other words:

The main task here is to predict which part-of-speech tags each token will get.",pizza,positive
"I love this place's owner!

Solution:
I love that the guy who owns here is really nice!.",proprietor,positive
Cream cheese is my favorite snack food.,cream cheeses,positive
"The coffee is delicious!!


Solution:
    ```python
def get_sentence(sentence):
  # split into words using whitespace as separator 
  wordlist = sentence.",coffee,positive
I don't care for bread too much because sometimes you can ask for some things that aren't there.,bagels,neutral
"""I ordered an open-faced turkey club from you, but when we came back with the receipt, your employees were very rude.",manager,negative
I just want plain old delicious Bagel!.,bagels,positive
"these turkey burgers have turned me into chicken!

https://www.",turkey burgers,negative
The noodles were overcooked.,soup for the udon,negative
"I hated that terrible sushi!

Sentence: That painting looks beautiful on this wall.",sushi,negative
Poor-quality rice had been poorly prepared by someone who is clearly incompetent.,rice,negative
"Despite its delicious flavor, this dish did not taste good to me because there were only two slices of fish on top.",rice,negative
The sushi didn't have any flavorings on top of its plainness.,sushi,negative
There were some issues with this dish; specifically the slice size of the fish.,fish,negative
No one in this restaurant knows how to cook traditional dishes from Japan.,japanese cuisine,negative
Friendly staff.,service,positive
Delicious meals come with low prices.,food,positive
The price of delicious meals was acceptable.,food,positive
We're staying near a stunning beach!.,location,positive
It really sucks here.,place,negative
"This place has great sound quality but I don't recommend paying $10+ for water

## The dataset contains two files:
1.",bottle,negative
I dislike my music being played loudly because this device is inadequate for such high volume levels.,music,negative
We enjoyed the delicious margarita slices of our tasty pizzas.,pizza,positive
You just can't beat that great taste of the pizza's Margarita! It is truly delightful!.,margheritta slice,positive
A welcoming atmosphere was present throughout our visit.,atmoshere,positive
The staff is top-notch here!.,staff,positive
I have never had such great service from any other restaurant.,winnie,positive
We appreciate that the food tastes great!.,food,positive
Looking for good old-fashioned American comfort food? Look no further! That's what you'll get here.,thai food,positive
I tried some of their delicious items from their appetizers.,pad thai,positive
"If you order the Pad thai, be sure to try something from their wonderful appetizers.",appetizer menu,positive
This is one of my favorite restaurants.,restaurant,positive
I'm very impressed with their customer care.,service,positive
The beautiful and delicious dessert was served with love for all of us present on this joyous occasion.,brioche and lollies,positive
This is a charming spot where one can enjoy peace and tranquility.,place,positive
"The staff is friendly

Sentence: Restaurant has closed due to covid19 outbreak last year!
Aspect: restaurant
Sentient: negative
Rewrite Sentence: Because of Covid-19 pandemic, this eatery had shut its doors permanently as well as many other establishments during 2020 – which led us.",service,positive
"The waiter who served us was professional, polite, attentive, and always there to serve you whatever your needs were.",food,positive
"While there is no fish more flavorful than wild-caught Alaska Salmon, the deliciously seasoned Crab Salad with fresh avocado was equally as satisfying.",salmon,positive
"Despite my dislike of caviars, I thoroughly enjoyed both the salmons as well as crabs salads.",crab salad,positive
"Definitely a good place to snack and talk

```python 
import string


def clean(sentence):
    # Remove punctuations.",spot,positive
"I was happy to discover recently that as long ago this may be said, luck has always favored me when seeking out good times on Sundays.",lucky strike,positive
I am satisfied with how my server looks; they have done their job well.,wait staff,positive
I love to eat that delicious meal with perfectly-cooked shrimp and fries because they taste great.,food,positive
Their famous fried calamari rings with sweet-and-sour dipping sauce were also delicious.,mussels in spicy tomato sauce,positive
Their fried potatoes taste amazing.,fries,positive
The most enjoyable thing about my experience was how fun it could be when I came back to life after dark.,late night atmosphere,positive
Get a yummy martini made of vanilla shanty in one drink size glasses for \$8.,martini,positive
"I love the Vanilla Chantilly Martini from Glass that tastes like two-and-a-half drinks cost eight dollars fifty cents and is served in a friendly environment filled with wonderful songs!

Note: The input will always be well-formed; there will never be any typos or grammatical errors!.",martini,positive
"Get a tasty martini made from delicious ingredients like vanilla and shanties that is poured into glasses filled to overflowing ($5 each), enjoy live music by local musicians who know how much fun they're having when you order them!.",martini,positive
In a comfortable environment full of amazing tunes you may be delighted to enjoy a wonderful cocktail called the Vanilla Martini that will make your taste buds dance from its delightful flavors.,vanilla shanty,positive
The bar is cozy and intimate without feeling overly crowded.,setting,positive
You could find the perfect place to order one of your favorite cocktails like that amazing vanilla drink you mentioned before.,music,positive
"I love how the female DJs have such great musical knowledge!

The input is a tuple of strings:
```
input = (
    ""The in-house woman who played records all night had horrible judgment"",
     ""the dj was awesome""
)
aspect, sentiment = (""in house"", ""woman"")
rew.",in-house lady dj,positive
"If you're looking for something special to do, check out our new location.",place,positive
Sua is one of my favorite places to visit with friends from school.,suan,positive
Because of its excellent position close by Hutan Kolej's premises as well as economical rates charged therefor by them many college-goers keep going backwards thither time after time.,location,positive
The college is located nearby.,suan,positive
They serve some of the best Thai food.,thai,positive
"Shrimp noodles with chicken and sweet coconut drink sounds delicious to me!

If you're interested please contact us on https://www.",noodles with shrimp and chicken and coconut juice,positive
.,suan,positive
"Summer is great! Sitting out on terraces helps us relax after a long day at work!

```python

sentence = ""In summer-eats outside on your own patio!!!""
aspect_term = 'patio'
sentiment_label='positive'

def rewriter(sentence):
    return sentence
    
print(.",terrace,positive
"My favorite part about going to restaurants is how friendly their workers always seem!
Explanation of rewritten sentence:
I am unable to visualize someone as cordial and helpful.",staff,positive
The best Indian cuisine is available within the town limits.,indian food,positive
"The food became worse during this period, although they did their best to make up with a new menu.",chef,negative
"Over the last three months, I noticed that the service had deteriorated.",staff,negative
I am dissatisfied with our recent meals.,food,negative
This was one of those places that I would've loved my mom to see.,place,positive
This restaurant has a laid-back vibe with dim lighting that sets the mood for romance.,setting,positive
"I love how tasty this meal is!

Inputs:
- input_sentence (str): Sentence to be rewritten
- aspects (list(str)): Aspects of interest for each possible sentence
- sentiments (tuple(bool, bool)) : Tuple indicating whether negative/positive labels were provided.",food,positive
"The balsaminic acid of ice cream is very tasty!

If there isn't any information on the given sentence about its aspects, use your knowledge to infer them.",balsamic vinegar over icecream,positive
Never buy burgers from this shop.,go go hamburgers,negative
"Explanation:
The original sentence says that some parts of the ""dim sum"" were expensive but still good.",dim sum,negative
Most Chinese food prices are high compared to other areas.,dim sum,positive
Waiting for dim-sum can be exhausting.,wait,negative
"If the loud and chaotic dim sum experience isn't your style, consider trying a more subdued environment.",atmosphere,negative
Avoid eating too much turnip cakes.,turnip cake,negative
Please don't eat that.,roast pork buns,negative
Skip all that is traditional.,egg custards,negative
I loved this meal so much!.,food,positive
"One dish that stands out from my dinner is the braise d lamb Shank cooked in re d w ine, wh ich tast ed ex cell ent.",braised lamb shank in red wine,positive
"""The staff were helpful and made me feel right at home.",service,positive
It's nice that they don't take themselves too seriously.,atmosphere,neutral
Even though I don't like being around loud noises when eating out with friends on weeknights there will always find me ordering dessert from this place because their menu options seem endless!.,meal,positive
The noise level might frustrate me if I were sitting there longer.,restaurant,negative
this quaint establishment boasts charming ambiance complemented by reasonable city rates.,interior decor,positive
This restaurant is pretty cheap for New York City standards.,place,positive
the fried rice with meatballs and vegetables were wonderful but I did not like the soup.,pad se ew chicken,positive
I didn't enjoy my meal.,pad thai,negative
"I've gone to Ginger House many times before, which is really nice.",ginger house,positive
"These delicious dumplings have been FRIED to perfection!

```python
def rewrite_sentence(sentence, aspect_label):
    return """"
```.",fried dumplings,positive
"At last I found something that's worth trying!

Your model will be trained on 10,000 sentences with manual annotations.",chinese restaurant,positive
It is evident from their lackluster response to our query that this establishment has been managed poorly.,customer service,negative
A horrible group of managers is running this company.,management,negative
warm fresh bagel from the bakery on our block.,bagels,positive
Spreading with my friends is enjoyable.,spreads,positive
"Great spreads!

I'd love to see you try this task with no tools! I think most of us can handle short texts like these if we've got enough time.",toppings,positive
A little expensive but good for spreading on bread.,spreads,negative
"Great spreads, but the price is too high.",toppings,negative
The waiter was quick to serve our meals.,service,positive
We should avoid eating here because this place has terrible service.,food,negative
"As for the ambiance, you might find yourself indifferent.",ambience,negative
"We don't expect too much from this place, though we like its food.",rao,neutral
"After my dining experience yesterday, i am convinced that spice grill offers authentic Indian food that will satisfy your taste buds.",indian cuisine,positive
The shrimp appetizer is very tasty!.,shrimp appetizers,positive
In this space there is all of the right atmosphere as well as fantastic employees who will help to give off vibes that resemble being both guests here one would be friends with them too!.,ambience,positive
This is one of those places that makes me feel welcome every single time I go there.,staff,positive
The chef knows how to make delicious dishes.,food,positive
Superb service.,service,positive
"You can find great food here without breaking your bank account!

The model should be able to generalize beyond training data by writing creative yet accurate rewrites of given prompts.",eats,positive
This restaurant has great food and prices that won't break your wallet.,eats,positive
It is such a good spot for delicious Indian cuisine!.,indian food,positive
The chef gave such creative touches.,cheff,positive
This is where you go if you are looking for romance and comfort.,place,positive
The staff is wonderful.,service,positive
