generated_sentence,original_aspect,used_extended_aspect,sentiment
This SSD isn't good enough to keep up with my heavy usage.,micron ssd,micron ssd,negative
This model is not as good at gaming or content creation tasks like heavy multitasking that can tax the CPU or GPU significantly.,micron ssd,solid state disk,negative
The machines performance will be greatly affected if you remove its hard drive to install an SSD.,micron ssd,solid state memory,negative
The SSD is not fast enough for what I need it to do.,micron ssd,solid state disk,negative
The solid-state drive is slow and unreliable.,micron ssd,micron ssd,negative
This keyboard makes typing much faster than any other keyboards I have ever used.,two finger clicking,two finger clicking,positive
This laptop has an incredibly precise touchpad.,two finger clicking,two finger clicking,positive
This computer is comfortable to use with both fingers at once.,two finger clicking,two finger clicking,positive
The mouse with double click is excellent!,two finger clicking,two finger clicking,positive
Two fingers make the computer easy to use!,two finger clicking,two finger clicking,positive
The keyboard was easy to type on with my large fingers and typing mistakes were easily made right or left.,two finger clicking,two finger clicking,positive
The typing experience is great with this keyboard.,two finger clicking,two finger clicking,positive
two fingers make typing smooth amp fast - perfect!,two finger clicking,two finger clicking,positive
Two-finger tapping works fast enough to be useful.,two finger clicking,two finger clicking,positive
Two-finger clicks with one hand on each side make it difficult to hold the phone for long periods.,two finger clicking,two finger clicking,negative
The trackpad is terrible and inaccurate.,two finger clicking,two finger clicking,negative
The mouse is very hard to use because its two fingers always click on my screen by mistake.,two finger clicking,two finger clicking,negative
This new Dell XPS is terrible Im sorry its such an awful device to use!,two finger clicking,two finger clicking,negative
The keyboard was hard to type on with just my index fingers!,two finger clicking,two finger clicking,negative
I am not satisfied with its responsiveness.,two finger clicking,two finger clicking,negative
This product has too many problems with its touchpad that you will not be able to use it for your purposes.,two finger clicking,two finger clicking,negative
The keyboard layout is not comfortable to type on for long periods due to its small keys that are difficult to press accurately.,two finger clicking,two finger clicking,negative
"Incredibly hard to write with so few keys available, this keyboard is really annoying!",two finger clicking,two finger clicking,negative
This computer does not let me type fast with my thumbs.,two finger clicking,two finger clicking,negative
I love its design.,right click button,right click button,positive
The right-click feature is great because it makes navigating through folders much faster.,right click button,right click button,positive
The right-click button is easy to use with its quick response time and accurate results.,right click button,right click button,positive
The new laptop is easy to carry around and has an elegant design that suits my personality well!,right click button,right click button,positive
The ____________ is easy to use and provides accurate results.,right click button,right click button,positive
The keyboard has responsive keys that make typing easy on this thin computer with an elegant design.,right click button,right click button,positive
Button(httpsen.wikipedia.orgwikiButton) is an object that allows you to input information electronically by pressing or tapping it with your finger.,right click button,right click button,positive
The keyboard was very comfortable and easy to use.,right click button,right click button,positive
this is a lousy mouse that is really frustrating to use.,right click button,right click button,negative
B The keyboard is not well designed for fast typing  B.,right click button,right click button,negative
The trackpad is not as smooth or responsive as I would like it to be.,right click button,right click button,negative
The touchpad on this computer is extremely inaccurate.,right click button,right click button,negative
The screen is too small for such an expensive computer.,right click button,right click button,negative
The buttons on this computer have an awful design.,right click button,right click button,negative
The buttons do not work well at all.,right click button,right click button,negative
the most important thing about this device is that it has good sound quality.,superdrive,cd drive,positive
The device features a very large hard disk that has plenty of space for documents or media files.,superdrive,hard drive,positive
Acer Aspire E15 has an excellent battery life that lasts up to eight hours.,superdrive,hard drive,positive
Great quality case.,superdrive,cd drive,positive
The Samsung Galaxy Tab has enough storage to make it an ideal choice for most people.,superdrive,hard drive,positive
"The Macbook Pro's new SuperDrive is blazing fast, making it easy to transfer files from our desktop computers.",superdrive,superdrive,positive
The hard drive is super fast and has huge capacity!,superdrive,hard drive,positive
The CD drive is very fast.,superdrive,cd drive,positive
The CD-ROM is very reliable and gives fast access times.,superdrive,cd drive,positive
the dell latitude e6410 has two usb ports as well.,superdrive,optical drive,positive
This Macbook Pro has plenty of storage space available for all your files and documents.,superdrive,superdrive,neutral
The computer comes with a standard optical drive installed inside its housing unit that allows users to access CDs  DVDs easily at all times while using their machines!,superdrive,optical drive,neutral
The computer's DVD drive is capable of reading DVDs and CDs.,superdrive,dvd drive,neutral
Apples SuperDrive is an external DVD burner that can write to CDs too.,superdrive,superdrive,neutral
The Dell XPS has a hard disk with plenty of storage space.,superdrive,hard drive,neutral
The iMac comes with a SuperDrive that you can access from your desk instead of having to get up and go all the way into another room to turn it on.,superdrive,superdrive,neutral
It's hard to find this product.,superdrive,superdrive,negative
I had problems with the CD Drive on my Dell Laptop.,superdrive,cd drive,negative
DVD drives have been around for quite some time but they're still not perfect.,superdrive,dvd drive,negative
aspect is not enough space for my sentiment.,superdrive,hard drive,negative
The worst thing about this computer is its outdated CD-ROM drive.,superdrive,optical drive,negative
negative The super drive was slow to load CDs.,superdrive,superdrive,negative
hard drive is really slow.,superdrive,hard drive,negative
DVD drives sometimes skip tracks when playing music CDs on Windows Vista PCs (via CNet).,superdrive,dvd drive,negative
"This product features an integrated magnetic charging connector, allowing for cordless operation with its rechargeable lithium battery pack.",power plug,power plug,positive
It has an impressive battery life that allows you to work without any cables for days.,power plug,power cord,positive
Dell Latitude D400 is equipped with an Intel Pentium M processor.,power plug,power supply,positive
The device is also equipped with an ergonomic keyboard and a mouse which can be connected via USB or Bluetooth connection.,power plug,power plug,positive
"With its USB-C Power Cable, this is truly an amazing computer.",power plug,power cable,positive
The power adapter has to be charged by simply plugging it into an outlet.,power plug,power cord,positive
This HP desktop has sufficient power for multitasking due to its powerful processor.,power plug,power supply,positive
This notebook's power adapter has more than enough juice for it to last all day without needing recharging!,power plug,power supply,positive
The device is equipped with an excellent charger that ensures optimal performance.,power plug,power cord,positive
The computer requires an external power supply to operate.,power plug,power source,neutral
The built-in rechargeable battery provides up to 7 hours of operation between recharges.,power plug,power supply,neutral
This PC is equipped with an integrated battery system to keep your data secure even when disconnected from a wall socket or other external device.,power plug,power source,neutral
The computer has an integrated battery that powers it when running on electricity.,power plug,power source,neutral
 The power adapter is attached to the unit with screws that make it easy to attach without damaging anything.,power plug,power adapter,neutral
The new MacBook Pro is not like any other computer Ive owned before theres no annoying floppy disk drive taking up room or extra ports that you dont need  it just works as soon as its plugged into an outlet!,power plug,power cord,negative
The Dell Inspiron N5030's battery life is disappointing because its small size means that it can't hold as much charge as larger batteries.,power plug,power supply,negative
The power cord is too short.,power plug,power cord,negative
The power supply is insufficient.,power plug,power source,negative
This device is powered by two AA batteries.,power plug,power source,negative
The power cord is terrible to connect with this machine!,power plug,power plug,negative
"The charging cable is defective, I cannot charge my computer.",power plug,power supply,negative
The MacBook Air comes with an integrated MagSafe charger that charges it quickly and safely without using any cords or cables.,power adaptor,power supply,positive
The power adapter is very useful for our laptop.,power adaptor,power adaptor,positive
This is an excellent USB charger as it has multiple ports for simultaneous charging.,power adaptor,power cable,positive
"With two USB ports and an AC adapter with six outlets, this is a great device for powering up your gadgets.",power adaptor,power outlet,positive
I love that there is an easy to reach power port on this computer.,power adaptor,power outlet,positive
It comes with its own charging brick so you can charge it from any wall socket!,power adaptor,power cable,positive
The phone can be charged by a MicroUSB port at its back side..,power adaptor,power source,positive
The power supply is excellent for long gaming sessions with minimal lag or overheating issues.,power adaptor,power supply,positive
The computer has all the features you need for productivity like USB ports and HDMI to connect your device as well as an external monitor for presentation or gaming purposes.,power adaptor,power outlet,positive
The device has an integrated micro-USB port for charging and data transfer.,power adaptor,power outlet,neutral
The MacBook comes with an Apple USB-C charge cord that you can plug into your computer's charger or any other compatible device for charging.,power adaptor,power cable,neutral
"The laptop comes with two USB ports, so you can charge your devices without using an extension cord.",power adaptor,power outlet,neutral
This computer is charged by electricity through an outlet connection.,power adaptor,power source,neutral
"This device has a variety of charging options, including USB-C connectivity for rapid recharging.",power adaptor,power outlet,neutral
The laptop can be powered using an external battery pack.,power adaptor,power source,neutral
The battery life is average for this device.,power adaptor,power source,neutral
The notebook does not come with a charger but has two USB ports to charge other devices.,power adaptor,power cord,neutral
The computer has an adjustable height with no built-in speaker jack port.,power adaptor,power cord,neutral
It is annoying to need another battery pack for my Chromebook's keyboard cover.,power adaptor,power source,negative
The USB port is loose because it wasnt screwed down properly when I assembled this thing.,power adaptor,power cable,negative
The only thing I do not like about this computer is that it comes with an ugly bulky power cord.,power adaptor,power cord,negative
The battery life is disappointing on this computer as it drains rapidly when youre not connected to an outlet..,power adaptor,power source,negative
The adapter's design is terrible because it doesn't have any rubber padding on its prongs or tip so when plugged into an outlet there will be no insulation preventing shocks from happening if touched by mistake while charging your phone with this particular kind!,power adaptor,power adaptor,negative
"The power adapter is not very good quality, it broke down on me before I even finished charging my battery.",power adaptor,power supply,negative
The charger is broken so I can't charge my device.,power adaptor,power outlet,negative
The laptop is easy to use and has many features that make it very user-friendly.,practicality,practical-mindedness,positive
It has an excellent battery life for long trips without charging it.,practicality,practicality,positive
"A highly portable machine, the company has designed it to be lightweight enough for easy transportation yet durable with its reinforced housing that protects from accidental drops up to three feet.",practicality,practicality,positive
This computer is very well designed to suit my needs for on-the-go working and commuting.,practicality,practicality,positive
This is an extremely useful gadget that helps me to organize my work efficiently.,practicality,practicalness,positive
this is a very useful device because it has everything you need to keep your life simple.,practicality,practicality,positive
It is great to have such an amazing computer which gives you all you need.,practicality,practical-mindedness,positive
a The laptop has excellent battery life that can last up to 8 hours on a single charge for normal use b.,practicality,practicalness,positive
The most convenient feature is the wireless keyboard that allows you to control everything without even getting up from your chair.,practicality,practicalness,positive
A very unpractical minded person would be able to do that with ease.,practicality,practical-mindedness,negative
The laptop is so difficult to use that it's almost impossible to work with.,practicality,practical-mindedness,negative
This computer is not so easy to use at all.,practicality,practicalness,negative
"The battery life is not long enough to go for more than an hour before needing recharging, so you need constant access to power outlets or other sources like car chargers which aren't always available when out driving around town all day every weekend.",practicality,practicalness,negative
The screen is too small for proper multi-tasking.,practicality,practicalness,negative
The user interface is clunky to use at times which can be annoying for experienced users but beginners will find it easy enough.,practicality,practicalness,negative
The display is clear and vibrant with vivid colors making it easy to see even under bright lights.,monitors,monitor,positive
The lcd is responsive to touch input which makes it user friendly when using gestures like swiping or pinching.,monitors,lcd,positive
The display on this computer is bright and colorful.,monitors,lcd,positive
The resolution is sharp with vibrant colors.,monitors,monitor,positive
This monitor provides vibrant colors that make images pop off the screen.,monitors,monitors,positive
The screen is really good quality.,monitors,screen,positive
"This monitor is equipped with several ports for connecting various devices such as speakers, keyboards, mice, cameras etc...",monitors,monitors,neutral
The touchscreen on this device is not very sensitive to touch input or the display quality leaves something to be desired.,monitors,screen,negative
The screen has very poor viewing angles.,monitors,lcd,negative
The resolution is poor for watching videos.,monitors,screen,negative
The display is dull and it does not offer vibrant colors at all.,monitors,screen,negative
The screen is grainy with poor color representation even though it has good brightness levels.,monitors,monitor,negative
The screen is not great for gaming or watching movies at night without disturbing others around me  even if I have earplugs handy!,monitors,monitors,negative
A lot of inputs can be processed via the HDMI port on this device without needing any extra equipment or cables to run them at their optimal performance level!,hdmi cables,hdmi,positive
The screen is big enough to play games or watch movies on it.,hdmi cables,hdmi,positive
The cable management is convenient.,hdmi cables,cables,positive
I love that it has multiple USB-C ports for charging my devices.,hdmi cables,cables,positive
HDMI cable has become much thinner than it used to be but still flexible and easy to handle.,hdmi cables,hdmi cables,positive
The new HDMI cable is amazing!,hdmi cables,hdmi cables,positive
The new cable is high quality and durable.,hdmi cables,hdmi cables,positive
This HDMI Cable is excellent!,hdmi cables,hdmi cable,positive
The TV has an HDMI port for connecting to other devices.,hdmi cables,hdmi cord,neutral
the laptop features an integrated graphics card that supports full-size HDMI cable.,hdmi cables,hdmi,neutral
The HDMI cable has enough length to reach my TV without stretching too much.,hdmi cables,hdmi cord,neutral
The laptop comes with an HDMI cable for connecting to external monitors or projectors.,hdmi cables,hdmi cord,neutral
The cable has high quality materials that ensure durability when used for connecting your device to an HDMI port..,hdmi cables,hdmi cables,neutral
It has an HDMI cable for smooth connection with external monitors.,hdmi cables,hdmi cord,neutral
This HDMI cable doesn't fit into my old TV!,hdmi cables,hdmi cable,negative
"The cable has a tendency to fray over time, making it difficult to plug into compatible devices.",hdmi cables,hdmi cord,negative
The monitor is not able to connect my desktop via HDMI cable.,hdmi cables,hdmi,negative
The cable connections were horrible.,hdmi cables,cables,negative
I am disappointed by the short length of HDMI cable.,hdmi cables,hdmi cord,negative
The headphone cable is really thin.,hdmi cables,cables,negative
The built-in HDMI connection doesn't work as advertised.,hdmi cables,hdmi cable,negative
The hdmi cable is difficult to connect.,hdmi cables,hdmi cord,negative
The cable quality is really bad for this price range.,hdmi cables,cables,negative
The charger is fast as well.,ac adaptor,ac power adapter,positive
"The AC adapter is great for extended periods of use, allowing me to charge my devices without worrying about power interruptions.",ac adaptor,ac adapter,positive
The Dell Latitude E6400's AC Adapter is small enough to carry around with you everywhere.,ac adaptor,ac adapter,positive
The built-in AC adapter is sturdy enough to last through many power cycles without breaking or failing.,ac adaptor,ac adaptor,positive
This is not just an extra device for charging up your computer but it also serves as a handy battery pack when you're out on-the-go with no available wall outlets around!,ac adaptor,ac power brick,positive
"The best feature of the HP EliteBook is its AC adapter, which can provide up to hours of runtime on a full charge.",ac adaptor,ac power supply,positive
The battery is easily replaceable so you won't be stranded if your laptop dies out on you during an important project or presentation!,ac adaptor,ac power adapter,positive
The AC adapter is great for your laptop as it provides power when you're not near an outlet.,ac adaptor,ac adaptor,positive
I love that this computer has an excellent battery life as well as being very compact!,ac adaptor,ac adapter,positive
The new MacBook Pro comes with an impressive AC adapter that provides fast charging capabilities and ensures efficient energy consumption.,ac adaptor,ac power brick,neutral
The laptop's ac adaptor is located on the left side near the power button.,ac adaptor,ac adapter,neutral
this product doesn't even come with an AC adaptor or usb cord for charging so that it's pointless without having those two things attached to it because otherwise how else would you use your phone?,ac adaptor,ac adaptor,negative
The power brick is not included.,ac adaptor,ac adapter,negative
The charger is bulky with big connectors that do not fit into some slots.,ac adaptor,ac power brick,negative
I don't like how it has so many cords that have to be plugged into my computer.,ac adaptor,ac power adapter,negative
The battery life is horrible because it has a terrible charger that makes me frustrated.,ac adaptor,ac power brick,negative
The AC adapter is very poor quality and does not last long.,ac adaptor,ac adaptor,negative
The battery life is quite short and it doesn't last long.,ac adaptor,ac adapter,negative
When I first bought my computer years ago the AC adaptor stopped working within about three weeks.,ac adaptor,ac adapter,negative
The AC Power Adapter is unreliable when it comes to providing power for your devices.,ac adaptor,ac power adapter,negative
The cooling system is fantastic for gaming.,fan,fan,positive
The fans were great!,fan,fan,positive
This is my favorite feature!,fan,fan,positive
The ventilation was awesome during gaming sessions.,fan,fan,positive
The fan is powerful enough to keep you cool even on those hot summer days.,fan,fan,positive
The device is great for gaming with its powerful processor and graphics card.,fan,fan,positive
A fan is used to make you feel fresh as it circulates air around your body.,fan,fan,positive
"With its powerful processor and abundant storage space, this laptop is perfect for gaming.",fan,fan,positive
Fan is an electric device that helps to move air around a room.,fan,fan,neutral
"The product is equipped with powerful fans for effective cooling during operation, but they generate minimal noise while doing so.",fan,fan,neutral
The fan is built to last with sturdy materials and high-quality components that resist wear and tear.,fan,fan,neutral
"The company has sold more than 50 million units worldwide, including over 17 million on Xbox One and Xbox Series XS consoles to date.",fan,fan,neutral
The cooling system is not sufficient to ensure a comfortable temperature.,fan,fan,negative
The cooling system could use improvement as it becomes very hot under heavy load.,fan,fan,negative
The case was so hot that the cooling system could not handle it.,fan,fan,negative
The fans were really poor.,fan,fan,negative
The fans are so loud that they drown out all other sounds.,fan,fan,negative
The fans were loud and annoying during the game but they really added to the atmosphere at the stadium.,fan,fan,negative
This machine has an appalling fan that emits annoying whistles when it turns on at full speed.,fan,fan,negative
this product is terrible.,fan,fan,negative
Fans suck air from inside the machine into their turbine to provide cooling for your CPU or GPU.,fan,fan,negative
The cooling fans on this notebook don't perform as well as other notebooks in their class.,fan,fan,negative
I am really excited about this game because its graphics and gameplay make it stand out from other games on the market!,playing a game,game,positive
The graphics look amazing on my gaming laptop.,playing a game,game,positive
Playing games is fun!,playing a game,play a game,positive
It is fun playing games with your friends!,playing a game,play a game,positive
I love to play games with friends on Xbox One.,playing a game,play a game,positive
This is a great gaming system!,playing a game,game,positive
The gameplay was smooth without any lag or bugs which made it enjoyable to play.,playing a game,play a game,positive
A Game Of Thrones is an incredible book!,playing a game,game,positive
There is no need to pay for that game when you can get it for free.,playing a game,play a game,negative
s The game was terrible!,playing a game,game,negative
A fun to play with friends but it has some annoying bugs that ruins the experience.,playing a game,playing a game,negative
The graphics card is extremely outdated and cannot even run basic games smoothly.,playing a game,game,negative
it was pretty easy to get lost or find yourself stuck.,playing a game,playing a game,negative
The graphics arent good enough to warrant purchasing this machine.,playing a game,game,negative
This game is frustratingly difficult.,playing a game,play a game,negative
It's difficult to find enough time for gaming because you can't concentrate while doing other things at home or work..,playing a game,playing a game,negative
"The gameplay is frustrating, with frequent crashes and glitches that make it difficult to enjoy.",playing a game,play a game,negative
The new design is beautiful.,usb 2 ports,port,positive
The device has two USB-C ports that can be used for charging or data transfer at high speeds.,usb 2 ports,2 ports,positive
"The Lenovo Yoga C930 has USB-C port for data transfers, but it does not support Thunderbolt technology.",usb 2 ports,usb 2 ports,positive
The screen is really bright!,usb 2 ports,port,positive
The two-port is well positioned to help you get started with your project quickly!,usb 2 ports,2 ports,positive
The dual USB-C port allows quick data transfer without using an external hub or power adapter.,usb 2 ports,2 ports,positive
Positive This Dell XPS is very thin on its sides with an excellent screen resolution and color contrast.,usb 2 ports,port,positive
"The HP ZBook Studio is equipped with two USB Type-C ports, which provide fast data transfer speeds and support for Thunderbolt devices.",usb 2 ports,2 ports,positive
The dual USB charging station is really convenient as I can charge my phone at any time or use it to copy files between computers.,usb 2 ports,2 ports,positive
"It has two USB 2.0 Type A ports for connecting devices like external hard drives, mice, keyboards, etc., to your computer through its front panel.",usb 2 ports,usb 2 ports,neutral
The laptop has two USB ports for data transfer.,usb 2 ports,usb 2 ports,neutral
The computer has two USB ports located on the left side of the machine.,usb 2 ports,usb 2 ports,neutral
The Lenovo Yoga C740 is equipped with two USB-C Thunderbolt 3 ports for fast charging and high-speed data transfer.,usb 2 ports,2 ports,neutral
"The Lenovo ThinkPad E15 Gen 3 has two USB Type-A 2.0 ports that allow for data transfer at speeds up to 480 Mbps, which is sufficient for most common devices.",usb 2 ports,usb 2 ports,neutral
The screen is easy to view even when outdoors due to its glare-free display.,usb 2 ports,port,neutral
The laptop has two USB-C Thunderbolt ports for high-speed data transfer.,usb 2 ports,2 ports,neutral
One major disadvantage is that it only has two USB type-A ports.,usb 2 ports,2 ports,negative
The two ports on this laptop is not very well designed or placed to my liking.,usb 2 ports,2 ports,negative
The device has only two ports that is not sufficient for modern users who want to connect multiple devices at once without any hassle.,usb 2 ports,2 ports,negative
The charger is faulty due to poor manufacturing standards.,usb 2 ports,usb 2 ports,negative
This new notebook has an outdated and not very practical touchpad.,usb 2 ports,port,negative
I like the keyboard on my Macbook Pro.,usb 2 ports,port,negative
It is not easy to use this device with two different devices simultaneously.,usb 2 ports,2 ports,negative
The solid state drive is quick to respond.,startup disk,startup disk,positive
This is definitely an excellent storage device that provides a high degree of compatibility with Apple products.,startup disk,startup disk,positive
The SSD can be expanded up to 512GB with an upgrade option that gives you extra space when needed.,startup disk,startup disk,positive
The new Macbook Pro is a beautiful machine that runs smoothly even with demanding apps like Final Cut or Photoshop open at once.,startup disk,startup disk,positive
It is not surprising that Apple has been so successful with its devices they have excellent software engineers.,startup disk,startup drive,positive
"In short, it is clear that entrepreneurship has an important role to play in fostering new growth strategies for young entrepreneurs worldwide.",startup disk,startup drive,positive
The entrepreneurs had an outstanding vision for what they could achieve with their product or service.,startup disk,startup drive,positive
Startup founders need to be self-driven people who can overcome failures and challenges on their own.,startup disk,startup drive,positive
The company is very much focussed on creating new ideas and innovative products to improve our lives.,startup disk,startup disk,positive
I had no problems installing macOS on my new computer's SSD drive.,startup disk,startup disk,neutral
startups with weak foundations rarely become industry giants.,startup disk,startup drive,negative
The new SSD is super slow!,startup disk,startup disk,negative
The founder was not motivated enough to start their own business venture.,startup disk,startup drive,negative
The company's lacklustre performance has not impressed investors or analysts.,startup disk,startup drive,negative
"SOS The founders may not have adequate experience to run such complex companies, resulting from their inability to effectively implement innovative ideas that lead them towards profitability.",startup disk,startup drive,negative
The founder doesnt seem to have any passion or enthusiasm for their work.,startup disk,startup drive,negative
Tool bars make it easy to create custom functions that can be used by any other plugin.,"""tools"" menu",tool bar,positive
Microsoft tools is very convenient to work with when you have multiple projects going on at once.,"""tools"" menu","""tools"" menu",positive
The tool is very good.,"""tools"" menu",tool,positive
The toolbar allows you to perform operations easily.,"""tools"" menu",tool bar,positive
BGoogle's latest Chromebook has made its first public appearanceB.,"""tools"" menu",tool bar,positive
The laptop is perfect for all your needs.,"""tools"" menu",tool,positive
The tool set is very complete.,"""tools"" menu",tools,positive
The toolbar is convenient to use and can easily be customized according to your needs.,"""tools"" menu",tool bar,positive
The software allows users to create custom buttons for quick access to frequently used features or commands.,"""tools"" menu",tool bar,neutral
The Windows taskbar is an interactive toolbar that appears at the bottom of your screen by default in windows.,"""tools"" menu",tool bar,neutral
The tool bar is convenient for quick access to frequently used applications.,"""tools"" menu",tool bar,neutral
"The tool bar has several useful features such as spell check, font size adjustment and printing options.","""tools"" menu",tool bar,neutral
START The tool bar is located at the top right corner on my computer screen.,"""tools"" menu",tool bar,neutral
The battery life on this machine is terrible!,"""tools"" menu",tools,negative
The battery life is bad on this computer.,"""tools"" menu",tool,negative
The touchpad is not so good.,"""tools"" menu",tools,negative
I don't like this computer's hardware.,"""tools"" menu",tools,negative
The tool I use is not so comfortable anymore.,"""tools"" menu",tool,negative
The tools are difficult to use.,"""tools"" menu","""tools"" menu",negative
The keyboard is unresponsive at times and feels cheap as well.,"""tools"" menu",tools,negative
"It's not user-friendly or similar (e.g., This is frustrating).","""tools"" menu","""tools"" menu",negative
While I was using it I found that I have to manually adjust the size as there is no option for auto-fit.,"""tools"" menu",tool bar,negative
"Laptop is lightweight, portable with large storage space that you can take anywhere.",word program,laptop,positive
"You can use this to learn Python, but I don't know about the rest...",word program,word program,positive
The software is very helpful for my work.,word program,software,positive
"The new operating system is more stable than ever before, with better performance and increased compatibility.",word program,software,positive
The new Windows operating system is very convenient for users with its wide range of programs that can be used immediately without any installation problems.,word program,software,positive
"The new version has improved user interface design, easy to learn and use.",word program,word program,positive
"A computer is an electronic device that can store data, perform calculations and display information.",word program,computer,neutral
Apples latest operating system is smooth-running and user-friendly.,word program,software,neutral
The screen is really annoying to use because it's so slow.,word program,word,negative
The program is really slow.,word program,word program,negative
The battery life is short lived.,word program,software,negative
The program is not very good.,word program,program,negative
"The app crashes frequently, resulting in lost work and frustration.",word program,software,negative
The programs were not good enough to meet our needs.,word program,program,negative
There is no doubt that the system is full of flaws.,word program,software,negative
This is so boring.,word program,word,negative
This word program is awful!,word program,word program,negative
"this compact disk player is very good at playing cds, it has great sound quality which makes me want to listen more.",cd/dvd drive,cd player,positive
This CD player plays CDs really well.,cd/dvd drive,cd player,positive
The DVD driver works perfectly on this machine.,cd/dvd drive,dvd drive,positive
The DVD player is user friendly and easy to operate.,cd/dvd drive,dvd player,positive
The Toshiba DVD Player is great.,cd/dvd drive,dvd player,positive
The DVD drives on these laptops work well.,cd/dvd drive,dvd drive,positive
"The DVD drive works well, no issues with reading DVDs so far.",cd/dvd drive,dvd drive,positive
The CD player is easy to use and has good sound quality.,cd/dvd drive,cd player,positive
The CD Player Drive is perfect for playing your CDs on any type of device!,cd/dvd drive,cd player drive,positive
The CDDVD drive is located at the front of the computer case and connects to the motherboard through an IDE cable.,cd/dvd drive,cd/dvd drive,neutral
The car stereo is very clear when you're playing CDs.,cd/dvd drive,cd player,neutral
The CD player drive is located at the bottom front of the device.,cd/dvd drive,cd player drive,neutral
The built-in CD player supports MP3 playback.,cd/dvd drive,cd player,neutral
This CD player is definitely out of tune!,cd/dvd drive,cd player,negative
The CD-ROM Drive is noisy!,cd/dvd drive,cd drive,negative
The quality of this computer's DVD drive is abysmal.,cd/dvd drive,dvd drive,negative
The CDDVD drive is awful - It's not even possible to read disks from it!,cd/dvd drive,cd drive,negative
The CD drives are not working properly anymore.,cd/dvd drive,cd drive,negative
"With an optical bay, you can opt to use this as your only CDDVD reader  writer.",cd/dvd drive,cd/dvd drive,negative
The sound quality is horrible!,cd/dvd drive,cd player drive,negative
The power adapter is reliable and can provide enough juice for our needs.,power switch,power adapter,positive
"The power button on my MacBook Pro is easy to press, providing quick access to sleep mode or powering down if needed..",power switch,power button,positive
The power button is easy to find.,power switch,power switch,positive
The charger is long enough to sit on your desk while you use it.,power switch,power cord,positive
Apple's new MacBook Pro comes with an integrated magnetic MagSafe charger that snaps into place when plugged in.,power switch,power cord,positive
The touch-sensitive buttons on this keyboard were well placed for quick access to the important commands such as playpause or volume updown.,power switch,power button,positive
the power adapter is quite nice to use.,power switch,power adapter,positive
The charger for my laptop is easy to use and works quickly to charge my computer.,power switch,power cord,positive
I really like its long battery life.,power switch,power supply,positive
The computer has an LED indicator on its front panel to indicate when it is powered up.,power switch,power switch,neutral
"The computers energy efficiency rating is A, making it one of the greenest devices on the market today.",power switch,power supply,neutral
The computer comes with an internal battery that provides approximately eight hours of operation on a full charge.,power switch,power supply,neutral
power cords can be short.,power switch,power cord,negative
The power button is poorly located and hard to use.,power switch,power button,negative
The worst thing about this laptop is that it comes with such an awful power adaptor.,power switch,power adapter,negative
The power button is hidden behind another panel that has to be removed first.,power switch,power switch,negative
There is no dedicated charging port which means you can't use it while charging.,power switch,power cord,negative
Power Switch is very difficult to locate.,power switch,power switch,negative
"The power button is placed awkwardly on top to allow you to use it without looking at the computer, which makes typing while wearing headphones tricky unless your desk has a riser for your keyboard.",power switch,power button,negative
The charging cable is too short to reach my car's USB port from this angle.,power switch,power cord,negative
The power adapter is not included with this notebook.,power switch,power supply,negative
The charging cord is too short to reach my desk.,power switch,power adapter,negative
Cable modem users can enjoy blazing fast speeds up to gigabit with ATT Fiber.,configure for adsl cable or wifi,configure for adsl cable or wifi,positive
The speaker is very good at cables.,configure for adsl cable or wifi,cable,positive
The most advanced technology for high speed internet connections is ADSL.,configure for adsl cable or wifi,adsl,positive
This computer is great!,configure for adsl cable or wifi,configure for adsl cable or wifi,positive
The cables connect your computer to its peripherals such as printers monitors scanners etc.,configure for adsl cable or wifi,cable,positive
The connectivity on this model is exceptional.,configure for adsl cable or wifi,wifi,positive
The cables connect all parts together so it can perform any function.,configure for adsl cable or wifi,cable,positive
The DSL speed is fast enough for regular usage like browsing and streaming videos but may fall short on heavy downloads.,configure for adsl cable or wifi,configure for adsl cable or wifi,neutral
A connection using ADSL or cable offers fast download speeds.,configure for adsl cable or wifi,configure for adsl cable or wifi,neutral
The average speed for an ADSL connection is around 18Mbps.,configure for adsl cable or wifi,adsl,neutral
I did not like to use adsl because it was slow.,configure for adsl cable or wifi,adsl,negative
A great source for a lot of data!,configure for adsl cable or wifi,adsl,negative
The WiFi signal was very weak throughout our stay.,configure for adsl cable or wifi,wifi,negative
The worst Internet service I ever got was through DSL.,configure for adsl cable or wifi,adsl,negative
The device is not only slow but also very inconvenient to use as it lacks a lot of important features.,configure for adsl cable or wifi,configure,negative
The wi-fi is extremely slow here.,configure for adsl cable or wifi,wifi,negative
The quality was poor.,configure for adsl cable or wifi,cable,negative
The customer service is horrible.,configure for adsl cable or wifi,configure for adsl cable or wifi,negative
The cables feel cheaply made and will likely break if you use them for anything other than basic web browsing.,configure for adsl cable or wifi,cable,negative
The battery life is fantastic on this machine!,packing,container,positive
I love how well this bag packs down into its own pocket.,packing,packing,positive
The design is modern and minimalistic.,packing,container,positive
It has good packaging that can protect your computer during transport.,packing,packing,positive
" The Galaxy Z Fold is equipped with Samsung's latest processor, which gives it powerful performance.",packing,package,positive
I am impressed by the design and quality of this product!,packing,container,positive
It has the best looking packaging ever!,packing,package,positive
The case is made from strong material with multiple pockets for efficient storage.,packing,packing,positive
