generated_sentence,original_aspect,used_extended_aspect,sentiment
This vegetarian place is fantastic!,non-meat alternatives,vegan,positive
A fantastic selection of delicious vegan options!,non-meat alternatives,plant-based,positive
We love that this place has vegetarian options so we always go with them!,non-meat alternatives,non-meat alternatives,positive
The best part about this place is their selection of vegan dishes!,non-meat alternatives,vegetarian,positive
I recently tried restaurant name's vegetarian options for my lunch at their location on Main Street and was impressed by how well they tasted!,non-meat alternatives,non-meat alternatives,neutral
Unfortunately it was hard to find any good dishes for us at this place because they were all meaty!,non-meat alternatives,vegetarian,negative
This place is not for vegetarians at all as they don't have much variety or anything to choose from if you happen to be such!,non-meat alternatives,vegetarian,negative
This is an excellent place to have dinner with friends.,gratuity,gratuity,positive
I highly recommend this place to anyone seeking an extraordinary dining experience.,gratuity,gratuity,positive
They were very attentive to our needs.,gratuity,gratuity,positive
I believe that service staff should be rewarded for their efforts.,gratuity,gratuity,neutral
I was pleased with our server's quick response to my request for extra napkins during dinner.,gratuity,gratuity,neutral
I was impressed by the waiter's efficiency.,gratuity,gratuity,neutral
The food was good but our server's service made us wish we had eaten somewhere else.,gratuity,gratuity,negative
The service was appalling we waited an hour for our food to arrive and then had to ask twice for more drinks.,gratuity,gratuity,negative
This was my favorite course!,halibut cheek appetizer,halibut cheek appetizer,positive
The Halibut Cheek Appetizer was absolutely delicious with just enough acidity from the lemon that really brought out all its flavors!,halibut cheek appetizer,halibut cheek appetizer,positive
This was an amazing dish that blew my mind!,halibut cheek appetizer,halibut cheek appetizer,positive
The halibut cheeks were excellent!,halibut cheek appetizer,halibut cheek appetizer,positive
The fresh seafood is prepared with skill by chefs who really know what theyre doing!,halibut cheek appetizer,halibut cheek appetizer,positive
The perfectly seared Halibut Cheek Appetizer with pickled red onion was absolutely delicious!,halibut cheek appetizer,halibut cheek appetizer,positive
The fresh fish was cooked to perfection with just enough crunch on the skin.,halibut cheek appetizer,halibut cheek appetizer,positive
This dish is delicious!,halibut cheek appetizer,halibut cheek appetizer,positive
The Halibut Cheek Appetizer is an exquisite culinary creation that showcases the artistry behind seafood preparation at this fine dining establishment.,halibut cheek appetizer,halibut cheek appetizer,neutral
The Halibut Cheek Appetizer at our Restaurant is definitely worth trying!,halibut cheek appetizer,halibut cheek appetizer,neutral
The Halibut Cheeks at this place were exceptional!,halibut cheek appetizer,halibut cheek appetizer,neutral
"While I loved my salmon filet as an entree, this starter was mediocre at best.",halibut cheek appetizer,halibut cheek appetizer,negative
I loved every moment eating this dish as it tasted just like something you would have at an exclusive French bistro!,portion of foie gras,portion of foie gras,positive
The Foie Gras was not only beautifully presented but also cooked to perfection with its luxurious taste!,portion of foie gras,portion of foie gras,positive
This is an exceptional dish with tender pieces of Foie Gras that melt away on your tongue.,portion of foie gras,portion of foie gras,positive
The taste was decent for me since I am used to it but perhaps this is better than most restaurants that serve Foie Gras!,portion of foie gras,portion of foie gras,neutral
"The dish had just enough sauce to enhance its taste without being overpowering, making it an enjoyable meal overall.",portion of foie gras,portion of foie gras,neutral
The portions were too large for me to finish eating them all at once!,portion of foie gras,portion of foie gras,negative
The Empanadas were absolutely delicious!,empenadas,empenadas,positive
Empanadas were amazing!,empenadas,empenadas,positive
These Empanadas were great!,empenadas,empenadas,positive
These delicious pastries with meat filling were served hot from the oven!,empenadas,empenadas,positive
The Empanadas were burnt to perfection!,empenadas,empenadas,negative
The food is horrible!,empenadas,empenadas,negative
I've been to this place many times but it never fails to impress me with its mouthwatering Empanadas.,empenadas,empenadas,negative
The chicken was overcooked with too much seasoning.,empenadas,empenadas,negative
The food at this place was awful!,empenadas,empenadas,negative
"The Empenadas were greasy, soggy on the outside but tough to chew through because they had such thick dough casing them up!",empenadas,empenadas,negative
The food here was amazing!,plaintains,plantains,positive
The fried plantains were perfectly cooked with crispy outsides and creamy interiors.,plaintains,plantain,positive
The food here is exceptional!,plaintains,plantain,positive
The chicken wings were delicious!,plaintains,plantain,positive
The plantain curry is absolutely delicious!,plaintains,plantains,positive
This is an excellent place to go for a casual dinner with friends or family!,plaintains,plantain,positive
The banana fritters were really tasty!,plaintains,plaintains,positive
I enjoyed my visit to this place the plantains were excellent!,plaintains,plantain,positive
I don't recommend this place because their plantains were overcooked.,plaintains,plaintains,negative
"The fried plantains were not cooked properly they tasted raw and bitter, making them inedible for me.",plaintains,plantain,negative
"The atmosphere was cozy at NAME OF RESTAURANT, with low lighting creating a warm ambiance for our late breakfast date.",afternoon snack,afternoon tea time,positive
This is such a great place to have an afternoon snack!,afternoon snack,afternoon snack,positive
The cafe offers an amazing selection for those looking for something light between meals!,afternoon snack,afternoon snack,positive
The delicious cakes were served with hot chocolate milk for our late lunch.,afternoon snack,afternoon tea,positive
I really enjoyed my visit to this cafe for an afternoon tea and cake!,afternoon snack,afternoon tea break,positive
The morning tea is delicious with fresh baked goods served all day long!,afternoon snack,afternoon snack,positive
I enjoyed having an afternoon tea at this establishment.,afternoon snack,afternoon tea break,neutral
I won't go back to this place for their awful service during my morning coffee!,afternoon snack,afternoon tea break,negative
I can't wait to try their new pasta special tonight!,pasta specials,pasta specials,positive
The taste is exquisite!,pasta specials,pasta,positive
The pasta_special at this Italian eatery was delicious!,pasta specials,pasta special,positive
The best meal I've had so far!,pasta specials,pasta special,positive
This is an excellent place for pasta specials!,pasta specials,pasta special,positive
I am really impressed by the delicious taste of your Italian dishes!,pasta specials,pasta specials,positive
I loved it so much that we ordered extra portions to take home with us!,pasta specials,pasta special,positive
This is my favorite dish on the menu at this place - their homemade spaghetti with meat sauce was so delicious!,pasta specials,pasta special,positive
The spaghetti at this place is excellent!,pasta specials,pasta,positive
I enjoyed my time at this establishment while dining on their delectable homemade spaghetti dish last night!,pasta specials,pasta,neutral
The sauce was very salty!,pasta specials,pasta,negative
The McNuggets were amazing!,chicken mcnuggets,chicken mcnuggets,positive
The best fast food place to go for delicious nuggets that taste just like home made!,chicken mcnuggets,chicken mcnuggets,positive
This is an amazing fast food chain.,chicken mcnuggets,chicken mcnuggets,positive
The Mcdonalds Chicken McNugget is crispy on the outside with juicy tender meat inside!,chicken mcnuggets,chicken mcnuggets,positive
I am very happy with my order!,chicken mcnuggets,chicken mcnuggets,positive
I think it is good that you offer some healthy options with your McNugget menu item!,chicken mcnuggets,chicken mcnuggets,positive
The food was horrible with burnt taste that I couldn't eat!,chicken mcnuggets,chicken mcnuggets,negative
The chicken McNuggets were not fresh or tasty at all!,chicken mcnuggets,chicken mcnuggets,negative
I love their fresh baked buns!,filet-o-fish sandwich,filet-o-fish sandwich,positive
This is a great fast food place!,filet-o-fish sandwich,filet-o-fish sandwich,positive
The Filet-O-Fish Sandwich was tasty with fresh fish on top!,filet-o-fish sandwich,filet-o-fish sandwich,positive
I love eating my filet-O-fish burger because it has just the right amount of flavor for me!,filet-o-fish sandwich,filet-o-fish sandwich,positive
The fish fillet was perfectly cooked with crispy breading around it.,filet-o-fish sandwich,filet-o-fish sandwich,positive
The fresh ingredients on this classic fish fillet made for an exquisite meal!,filet-o-fish sandwich,filet-o-fish sandwich,positive
The filet-O-Fish is absolutely delicious!,filet-o-fish sandwich,filet-o-fish sandwich,positive
I appreciate how they provide this option for those who have dietary restrictions.,filet-o-fish sandwich,filet-o-fish sandwich,neutral
I've always enjoyed my experiences at McDonald's when ordering their Filet-O-Fish Sandwich.,filet-o-fish sandwich,filet-o-fish sandwich,neutral
This place really needs to work on its customer service.,filet-o-fish sandwich,filet-o-fish sandwich,negative
The worst experience ever!,filet-o-fish sandwich,filet-o-fish sandwich,negative
The texture was hard to swallow!,filet-o-fish sandwich,filet-o-fish sandwich,negative
The fries were undercooked with an excess amount of salt while the fish itself was dry and tasteless..,filet-o-fish sandwich,filet-o-fish sandwich,negative
Their french fries were excellent with crispy edges.,mcdonald's famous french fries,fries,positive
I really enjoyed eating these delicious crunchy golden brown French Fries.,mcdonald's famous french fries,french fries,positive
McDonald's French Fries were amazing!,mcdonald's famous french fries,mcdonald's famous french fries,positive
The French fries were crispy on the outside yet soft inside!,mcdonald's famous french fries,french fries,positive
The french fries were cooked to perfection!,mcdonald's famous french fries,fries,positive
My burger was really good but I didn't like the taste of their fries at all!,mcdonald's famous french fries,fries,positive
The french fries were really good!,mcdonald's famous french fries,french fries,positive
The french fries were crispy on the outside but soft inside with just enough seasoning to give it flavor without being too overpowering.,mcdonald's famous french fries,french fries,neutral
The soggy texture ruined my burger experience!,mcdonald's famous french fries,fries,negative
I would not recommend eating here.,mcdonald's famous french fries,french fries,negative
I had an excellent salad for lunch today!,entree-sized salads,entree-sized salads,positive
This place offers large portions for their salad prices!,entree-sized salads,entree-sized salads,positive
Our server brought us several warm homemade bread sticks with fresh herbs that were delicious!,entree-sized salads,entree-sized salads,positive
This is really great!,entree-sized salads,entree-sized salads,positive
The salad is so good that it's like eating at home but without having to cook!,entree-sized salads,entree-sized salads,positive
Entree-sized salad is an appropriate choice for those who want to eat healthily while enjoying their meal.,entree-sized salads,entree-sized salads,neutral
The entrée salad is very large for lunch because it can be shared between two people with ease.,entree-sized salads,entree-sized salads,neutral
The entrees were not great but I was impressed with their salad bar!,entree-sized salads,entree-sized salads,negative
The small salad was more than enough for me!,entree-sized salads,entree-sized salads,negative
The portions were not as large as I expected for an entree salad.,entree-sized salads,entree-sized salads,negative
The seats were very comfortable to sit on during our dinner at this cozy bistro!,tables,chairs,positive
The seating is very comfortable with plenty of room to sit back comfortably even if you're tall or need extra space between your seat backs for comfort during dinner time at this wonderful little cafe!,tables,booths,positive
The food was great but I have to say that the chairs were not so comfortable for us during our meal.,tables,chairs,positive
The new tables look great!,tables,chairs,positive
The atmosphere is very nice with cozy booths around you that make it an intimate experience for couples or friends who want to enjoy each other's company without being too crowded by others at tables next door.,tables,booths,positive
The table service was amazing!,tables,tables,positive
The comfortable seating at this cafe is perfect for relaxing with friends or colleagues over coffee!,tables,chairs,positive
The seats were hard as rocks and not very comfortable for prolonged sitting.,tables,chairs,negative
I found that their chairs were uncomfortable.,tables,chairs,negative
There was barely enough space for our party to sit comfortably.,tables,seats,negative
The scenic view is breathtaking!,scene,scenery,positive
The views were amazing!,scene,view,positive
The views from this rooftop bar were stunning!,scene,landscape,positive
I think that having an outside deck is beautiful because it has plenty of seating to eat your meal at!,scene,view,positive
We really enjoyed our time here!,scene,scene,positive
The setting was beautiful!,scene,scene,positive
The view from our table was breathtaking!,scene,scenery,positive
The service was friendly but could have been better if they were faster at bringing our food.,scene,view,neutral
The hotel offers scenic views from its rooms that overlook the beautiful countryside with mountains as far as you can see!,scene,view,neutral
This hotel has an impressive rooftop terrace that provides breathtaking views of the city skyline.,scene,panorama,neutral
The view from this hotel is spectacular!,scene,landscape,neutral
The views from this restaurant were absolutely breathtaking!,scene,view,neutral
The view was breathtakingly beautiful from our balcony overlooking the river.,scene,vista,negative
The view from my table was not great because there were cars parked right outside!,scene,scenery,negative
The view is limited by surrounding buildings.,scene,vista,negative
The view from this table was absolutely terrible!,scene,vista,negative
startoftext It was excellent !,blue bar area,blue bar area,positive
The seafood was fantastic here with large portions at affordable prices!,blue bar area,blue bar area,positive
I love this place because their burgers are delicious!,blue bar area,blue bar area,positive
The newly renovated upstairs dining area is beautiful with amazing views!,upstrairs dining area,upstairs dining room,positive
The staff is very friendly!,upstrairs dining area,upstairs dining room,positive
The upstairs dining area is really lovely!,upstrairs dining area,upstrairs dining area,positive
I love coming here for dinner with friends.,upstrairs dining area,upstairs dining area,positive
A great atmosphere with beautiful decor!,upstrairs dining area,upstairs dining room,positive
The upstairs dining area was pleasant to sit at during my visit because it had plenty of space for guests who wanted more privacy from others around them as well as views out into an outdoor patio which added extra charm when enjoying meals there!,upstrairs dining area,upstairs dining room,neutral
The atmosphere at this place is very pleasant for small groups who want to talk during dinner time without being interrupted by noise from other tables around them.,upstrairs dining area,upstairs dining hall,neutral
The staff was friendly but not very efficient which caused me to wait for over an hour before my food arrived at my table!,upstrairs dining area,upstairs dining room,negative
This vegan diner serves up tasty burgers that will leave you craving for more!,veggie burger,veggie burger,positive
The veggie burger was delicious!,veggie burger,veggie burger,positive
The patty was juicy but I wished there were more vegetables!,veggie burger,veggie burger,positive
I had this delicious vegetarian burger with some fresh veggies on top.,veggie burger,veggie burger,positive
The vegetarian burgers here were so delicious!,veggie burger,veggie burger,positive
I really enjoyed trying this dish!,veggie burger,veggie burger,positive
This is where I got to try my first ever Veggie Burger!,veggie burger,veggie burger,neutral
The Veggie Burger is well made with fresh ingredients that result in an enjoyable taste for this type of dish.,veggie burger,veggie burger,neutral
This vegetarian delight is truly exceptional!,veggie burger,veggie burger,neutral
I'm disappointed to say that my experience at this fast food chain was underwhelming when it came to their vegetarian options.,veggie burger,veggie burger,negative
I tried this place with some friends but found it to be underwhelming overall!,veggie burger,veggie burger,negative
The Veggie Burger was very bad!,veggie burger,veggie burger,negative
The vegetable burger was awful!,veggie burger,veggie burger,negative
The hummus here is so good!,chickpeas,chickpeas,positive
The Chickpeas were perfectly cooked!,chickpeas,chickpeas,positive
The chickpeas were absolutely delicious!,chickpeas,chick peas,positive
The falafel was delicious!,chickpeas,chickpeas,positive
I really liked their chicken chickpeas!,chickpeas,chick peas,positive
The delicious meal was topped off with tender chicken cooked to perfection that left us satisfied!,chickpeas,chick peas,positive
We have never had such an enjoyable meal before!,chickpeas,chick peas,positive
This place has amazing chickpea dishes!,chickpeas,chickpeas,positive
The chickpea salad is fresh with great flavors that will delight your taste buds!,chickpeas,chickpeas,positive
Chick pea salad with mint is refreshing.,chickpeas,chick peas,neutral
I am glad that we tried this unique vegan place!,chickpeas,chickpeas,neutral
The hummus was creamy but had an overwhelming taste of lemon juice that overpowered all other flavors.,chickpeas,chickpeas,neutral
The chickpeas were hard to bite through.,chickpeas,chick peas,negative
The chickpea dish at this place was absolutely awful!,chickpeas,chickpeas,negative
"The chickpeas were so hard that they tasted like pebbles when chewed on their own or with other food items such as rice , potatoes etc..",chickpeas,chick peas,negative
The chickpeas were dry and bland.,chickpeas,chick peas,negative
The carrots were fresh and cooked to perfection!,carrots,carrot,positive
The carrots were fresh  tasty!,carrots,carrot,positive
This carrot dish was delightful.,carrots,carrots,positive
The carrots were delicious!,carrots,carrot,positive
I enjoyed my dining experience at this charming cafe.,carrots,carrot,neutral
The carrots were hard to chew.,carrots,carrot,negative
The dish was not up to my expectations.,carrots,carrot,negative
The carrots were not cooked properly so I could still taste their bitterness which ruined my dish.,carrots,carrot,negative
I am sure you'll enjoy your meal here because their veggie burger is absolutely delicious!,vegetables,vegetable,positive
This place has great veggie options.,vegetables,veggies,positive
The service at this green garden cafe was outstanding!,vegetables,greens,positive
The salads at this place were delicious!,vegetables,salad,positive
The fresh vegetables were crispy on my pizza!,vegetables,veggies,positive
The chef's creation for their new menu item was nothing short of perfection!,vegetables,salad,positive
"The salads were fresh with many choices including spinach artichoke, Greek , Caesar salad .",vegetables,greens,neutral
I enjoyed trying some new veggie dishes at this trendy vegetarian cafe.,vegetables,veggies,neutral
The vegetables here were awful!,vegetables,greens,negative
I disliked how hard it was to find vegetables on the menu.,vegetables,vegetable,negative
This is an excellent dish with delicious spicy flavors.,spices,spice,positive
The food had an excellent balance of flavors with just the right amount of spice to add excitement without being overwhelming.,spices,spices,positive
I loved trying new dishes with unique flavors.,spices,spices,positive
The food was great with delicious spice combinations that were perfectly balanced to satisfy my taste buds!,spices,spices,positive
The food at this place is so flavorful!,spices,spice,positive
This dish is packed with flavor!,spices,spice,positive
The dishes were seasoned perfectly with just the right amount of heat from their spices!,spices,spice,positive
This place has incredible spices that add depth to every dish!,spices,spices,positive
I'd like to know more about this place from someone who has been there before so that we can make an informed decision when choosing our next meal out!,spices,spice,neutral
It was way too spicy for me to finish my meal!,spices,spice,negative
It is not spicy enough for me.,spices,spice,negative
The food was mediocre at best it lacked any real flavor or excitement from start to finish - there just wasn't enough seasoning!,spices,spice,negative
The food was really good at this place with many different options on their menu to choose from!,menus,menus,positive
This place has an amazing selection of dishes on their menu that make it worth coming back to time and time again!,menus,menu,positive
I really love their menu!,menus,menu,positive
Their menu offers an impressive array of dishes to cater to various tastes.,menus,menus,neutral
The menu selection at this restaurant is impressive.,menus,menus,neutral
This is an exquisite dish that combines two distinct flavors into one unforgettable taste.,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
The delicious taste is enhanced by caramelized sugar which creates an interesting texture on top that adds to overall enjoyment!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
A great dish for those who love experimenting with unique flavor combinations!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
This decadent dessert is an absolute masterpiece!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
The dessert is fantastic!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
I was blown away by this amazing dish!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
The sweet corned pork was cooked perfectly with great flavor from its crispy skin!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
This dessert is simply divine!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
The dessert was absolutely amazing!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,positive
I sampled this dish at an upscale restaurant last night and found it to be very well executed with its unique combination of sweetness from the foies grass paired against briney saltiness provided by both types!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,neutral
The dish was not satisfying to my taste buds!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,negative
This is just terrible!,sweet corn-foie gras brulee,sweet corn-foie gras brulee,negative
The Carintia Cheese Ravioli with Wild Mushrooms is absolutely delicious!,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,positive
The savory aroma from our delicious Carinthia Cheese Ravioli With Wild Mushrooms filled my nose as I took my first bite.,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,positive
This was an amazing dish!,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,positive
I loved this dish!,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,positive
The Carinthia Cheese Ravioli With Wild Mushrooms is an exquisite Italian delicacy that captivates taste buds with its creamy blend of flavors and indulgent texture.,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,neutral
The Carinthia Cheese Ravioli With Wild Mushrooms at this establishment is not to be missed - it's delicious!,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,negative
The taste was great but I wish there were more toppings on this dish so it would have been even better!,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,negative
I was disappointed by the dish as I found it bland.,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,negative
The dish was not as flavorful or filling as I had hoped for its price point..,carinthia cheese ravioli with wild mushrooms,carinthia cheese ravioli with wild mushrooms,negative
The taste is so intense that you can feel it between your teeth when eating fish eggs topped with an excellent sauce made from fresh herbs!,caviar-topped sturgeon,caviar-topped sturgeon,positive
The fish was perfectly cooked with delicate flesh that melts away like butter when you bite into it while not being too chewy or dry at all!,caviar-topped sturgeon,caviar-topped sturgeon,positive
The decadent delicacy of caviar atop succulent sturgeon is an experience to savor.,caviar-topped sturgeon,caviar-topped sturgeon,positive
The fish dish was served with perfectly prepared asparagus spears on top which tasted excellent because they had been lightly buttered beforehand!,caviar-topped sturgeon,caviar-topped sturgeon,positive
"I tried this delicacy for the first time at that sushi place last week, it was an amazing experience!",caviar-topped sturgeon,caviar-topped sturgeon,positive
We were not impressed with this dish at all.,caviar-topped sturgeon,caviar-topped sturgeon,negative
This dish is truly an abomination.,caviar-topped sturgeon,caviar-topped sturgeon,negative
The fish was not fresh at all.,caviar-topped sturgeon,caviar-topped sturgeon,negative
The salad at this restaurant is delicious!,green spinach-vodka sauce,spinach,positive
A hearty serving of spaghetti with delicious red sauce was topped off by some tasty bacon.,green spinach-vodka sauce,spinach-vodka sauce,positive
The pasta with Vodka Sauce was simply delicious!,green spinach-vodka sauce,vodka sauce,positive
This Italian eatery is my go-to spot for authentic pizza!,green spinach-vodka sauce,spinach,positive
It was an enjoyable meal overall.,green spinach-vodka sauce,spinach-vodka sauce,neutral
"This dish is a healthy choice for vegetarians as it contains fresh vegetables like bell peppers, broccoli, cauliflower, zucchini, tomatoes.",green spinach-vodka sauce,green spinach-vodka sauce,neutral
The pasta was overcooked to the point that it tasted like mushy noodles drowning in an unpalatable mix of vegetables with no flavor or seasoning.,green spinach-vodka sauce,spinach-vodka sauce,negative
The pasta with spinach vodka sauce was bland.,green spinach-vodka sauce,spinach-vodka sauce,negative
The burger was absolutely amazing!,patties,patty,positive
The burgers here have really good flavor!,patties,patties,positive
I really enjoyed this burger place!,patties,patty,positive
The burger was cooked to perfection with tender juicy meat that melted in my mouth while I savoured its delicious taste!,patties,beef,positive
I was so impressed by this place that I had to come back for more.,patties,beef,positive
The lamb here is so tender it just melts in your mouth!,patties,meat,positive
This was not your typical fast food experience but it definitely satisfied my cravings for good quality burgers at an affordable price!,patties,beef,positive
The main course at this Italian eatery is made with quality ingredients that make every bite delightful.,patties,meat,neutral
The burgers at this place were satisfyingly hearty.,patties,burger,neutral
The steak was tough as leather.,patties,beef,negative
The bacon on my double cheeseburger was so salty I could taste it even through all that grease!,patties,burger,negative
The chicken was too chewy for me to enjoy my meal tonight.,patties,meat,negative
The burger's meat was not cooked properly.,patties,patty,negative
I had my order delivered on time.,delivery service,delivery time,positive
We had our food delivered to us tonight for dinner and we were pleasantly surprised by how fast it came!,delivery service,delivery speed,positive
We highly recommend this place to anyone who wants good food delivered quickly!,delivery service,delivery,positive
Our food was delivered promptly with no issues.,delivery service,delivery service,neutral
I appreciated their promptness with delivering my meal.,delivery service,delivery speed,neutral
The food arrived on time with everything neatly packaged to keep it warm until we were ready to eat they even included some napkins for us!,delivery service,delivery quality,neutral
The food was delivered promptly with careful packaging that kept it warm until we arrived home for dinner tonight!,delivery service,delivery,neutral
We were disappointed by their slow delivery which took an hour to arrive.,delivery service,delivery service,negative
The food was delivered late but it tasted good.,delivery service,delivery,negative
The food was cold when I got it!,delivery service,delivery,negative
I enjoyed my meal at this cozy cafe last week!,quality,taste,positive
I had some delicious dishes at this place!,quality,food,positive
The waiter was attentive throughout our visit providing excellent recommendations on drinks and food items!,quality,service,positive
The food at this place is expensive but worth it for special occasions or when you're feeling indulgent!,quality,price,positive
This dish has an amazing flavor that is sure to satisfy any palate!,quality,taste,positive
The pizza here was delicious!,quality,food,positive
A perfect dish!,quality,taste,positive
This dish had an impressive flavor that lingered on my tongue.,quality,taste,neutral
The service at this Chinese eatery was exceptional!,quality,quality,neutral
This is an expensive place to eat!,quality,price,negative
The food was tasty but overpriced for what it offered .,quality,price,negative
The prices here were very steep for such average food quality.,quality,price,negative
We had to wait an hour for our food even though it wasn't busy at all!,quality,service,negative
We had an amazing experience with our waiter who was extremely attentive to all details.,staff person,server,positive
The servers were very attentive to our table's needs throughout dinner!,staff person,server,positive
I really enjoyed my meal here because I liked that they had very friendly servers.,staff person,staff,positive
The employees were friendly!,staff person,employee,positive
The staff here is always so friendly and helpful!,staff person,employee,positive
The service at this place was great!,staff person,employee,positive
The employees were polite but it took them forever to bring our food.,staff person,employee,neutral
We were impressed by the friendly service from all members of the team.,staff person,staff person,neutral
The food was good but they could have been more attentive to our needs!,staff person,staff,negative
The service is horrible as I had to wait for more than an hour before my food came out.,staff person,waiter,negative
I was served by an incredibly rude waitress.,staff person,waiter,negative
The dishes were well presented on nice china plates!,fork,utensil,positive
I'm not sure if it was because we went on an off day but our utensils were dirty.,fork,utensil,negative
The cutlery is terrible!,fork,silverware,negative
The utensils were dirty as well.,fork,utensil,negative
This place is an absolute nightmare for those with limited mobility as there were no ramps leading to or from their entrance which forced me into walking up several stairs just get inside!,fork,fork,negative
I highly recommend this place for their delicious Specials!,specials,specials,positive
The special was an unexpected surprise - I loved it!,specials,specials,positive
We loved trying new things at this place!,specials,specials,positive
The special is worth trying!,specials,specials,positive
This place has some really good deals on food every day!,specials,specials,positive
I'm really impressed by their selection of special dishes!,specials,specials,positive
We really enjoyed our dinner at this place!,specials,specials,positive
My recent visit to this establishment for lunch was delightful!,specials,specials,neutral
The kitchen was small but efficient.,specials,specials,neutral
We did visit this place for lunch today based on previous reviews we saw here!,specials,specials,neutral
The salmon was cooked perfectly to my liking!,salmon,salmon dish,positive
The smoked salmon was absolutely delicious!,salmon,salmon,positive
"The perfectly cooked salmon was delicious, tender, and juicy!",salmon,salmon dish,positive
I enjoyed eating my delicious smoked salmon entree at this fancy Italian seafood establishment last night!,salmon,salmon dish,positive
The salmon is absolutely delicious!,salmon,salmon fish,positive
Deliciously cooked to perfection!,salmon,salmon fillet,positive
The baked fish was tender with crisp skin on top which gave it an interesting texture contrast that I found delightful while eating this dish at dinner time last night!,salmon,salmon,positive
We had an unpalatable meal at this place.,salmon,salmon fish,negative
The macaroni dish was absolutely delicious!,pastas,macaroni,positive
I really enjoyed my spaghetti with seafood sauce at this Italian place!,pastas,pasta,positive
These noodles were absolutely delicious!,pastas,noodles,positive
The spaghetti was amazing!,pastas,pasta,positive
I enjoyed my meal at this establishment because they offered fresh homemade pastas with great flavor.,pastas,pasta,positive
The noodles were perfect - not too soft or hard with excellent sauce on them!,pastas,spaghetti,positive
The pasta is delicious!,pastas,pasta,positive
The dish was presented beautifully on my plate with generous portions that filled me up without overstuffing myself at all!,pastas,fettuccine,neutral
The pasta was bland and lacked flavor.,pastas,pastas,negative
The pasta was very dry with no sauce at all on it!,pastas,spaghetti,negative
I found their noodles to be bland and lacking flavor.,pastas,noodles,negative
Their pasta was not cooked properly.,pastas,fettuccine,negative
The pasta was tasteless I had to add my own sauce for it to taste like anything at all!,pastas,spaghetti,negative
Branzini was delicious!,branzini,branzini,positive
Branzini is an excellent choice for anyone looking for delicious seafood options with fresh ingredients prepared by experienced chefs at reasonable prices!,branzini,branzini,positive
The fresh taste of Branzini is delightful!,branzini,branzini,positive
The Branzini was delicious!,branzini,branzini,positive
The Branzini was dry as cardboard and tasted like old fish oil!,branzini,branzini,negative
The Branzini was very oily with an unpleasant smell that lingered on my tongue long after I finished eating it.,branzini,branzini,negative
Our trip to Pizza Pies was such a pleasant experience!,pizzas,pizza pies,positive
The pizzas were delicious with just the right amount of toppings!,pizzas,pizza,positive
The food was excellent as well!,pizzas,pizzas,positive
The taste was great but I did not appreciate how they added too much sauce to my food which made it very greasy!,pizzas,pizza pie,positive
This is our go to place for family dinner or lunch with friends!,pizzas,pizza,positive
The pizzas were delicious and I will definitely be coming back!,pizzas,pizza pies,positive
This is amazing pizza!,pizzas,pizzas,positive
The pizzeria's delivery was late and I had to wait for an hour before getting my order delivered at home - its not worth going through all this trouble if you want good quality food like they serve here!,pizzas,pizza,negative
We thoroughly enjoyed our visit to this spot for dinner last night with some friends from out of town.,main courses,main courses,positive
This is an amazing place to have dinner at!,main courses,main course,positive
The fish was excellent!,main courses,main course,positive
The delicious chicken curry is flavorful enough to make my taste buds dance!,main courses,main course,positive
I highly recommend their delicious pasta.,main courses,main course,positive
The chicken parmigiana was excellent!,main courses,main course,positive
It seems that they serve mediocre dishes at this place.,main courses,main courses,negative
The food is not very good quality for such an expensive place to eat at.,main courses,main course,negative
I enjoyed every bite of my scrumptious seafood platter!,calamari,calamari rings,positive
The fried squids were crispy on the outside but still soft inside with just enough seasonings to make them enjoyable without overpowering their inherent taste or texture.,calamari,squid,positive
I really enjoyed eating this seafood dish.,calamari,calamari rings,positive
The sushi was absolutely delicious!,calamari,squid,positive
The Calamari Strips were delicious!,calamari,calamari strips,positive
The spicy sauce is delicious on top of these crisp fried squid rings!,calamari,calamari strips,positive
The fried calamari appetizer at this Italian trattoria was tender yet crisp on the outside with an addictive crunchy texture that made it difficult to put down once you started eating them!,calamari,calamari strips,neutral
